GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,B18AA2010,B18AB2010,B18AC2010,B18AD2010,B18AE2010
"G1600030","2010","Idaho","16","Adams County","003","Adams County",3821,5,39,44,67
"G1600050","2010","Idaho","16","Bannock County","005","Bannock County",74401,625,2619,2988,2206
"G1600070","2010","Idaho","16","Bear Lake County","007","Bear Lake County",5767,6,29,120,64
"G1600090","2010","Idaho","16","Benewah County","009","Benewah County",8039,28,809,77,332
"G1600110","2010","Idaho","16","Bingham County","011","Bingham County",36752,105,2970,4801,979
"G1600130","2010","Idaho","16","Blaine County","013","Blaine County",18157,39,125,2729,326
"G1600150","2010","Idaho","16","Boise County","015","Boise County",6703,15,55,92,163
"G1600170","2010","Idaho","16","Bonner County","017","Bonner County",39261,58,315,389,854
"G1600190","2010","Idaho","16","Bonneville County","019","Bonneville County",94411,585,790,6276,2172
"G1600210","2010","Idaho","16","Boundary County","021","Boundary County",10398,29,189,126,230
"G1600230","2010","Idaho","16","Butte County","023","Butte County",2761,6,13,69,42
"G1600250","2010","Idaho","16","Camas County","025","Camas County",1051,3,6,21,36
"G1600270","2010","Idaho","16","Canyon County","027","Canyon County",156750,1077,2028,23390,5678
"G1600290","2010","Idaho","16","Caribou County","029","Caribou County",6637,4,23,193,106
"G1600310","2010","Idaho","16","Cassia County","031","Cassia County",18781,64,178,3390,539
"G1600330","2010","Idaho","16","Clark County","033","Clark County",711,7,10,239,15
"G1600350","2010","Idaho","16","Clearwater County","035","Clearwater County",8225,18,194,143,181
"G1600370","2010","Idaho","16","Custer County","037","Custer County",4209,8,27,80,44
"G1600390","2010","Idaho","16","Elmore County","039","Elmore County",22213,733,270,2703,1119
"G1600410","2010","Idaho","16","Franklin County","041","Franklin County",12064,28,53,441,200
"G1600430","2010","Idaho","16","Fremont County","043","Fremont County",11855,46,93,1049,199
"G1600450","2010","Idaho","16","Gem County","045","Gem County",15616,20,94,616,373
"G1600470","2010","Idaho","16","Gooding County","047","Gooding County",12481,37,127,2451,368
"G1600490","2010","Idaho","16","Idaho County","049","Idaho County",15259,42,480,178,308
"G1600510","2010","Idaho","16","Jefferson County","051","Jefferson County",23844,52,203,1640,401
"G1600530","2010","Idaho","16","Jerome County","053","Jerome County",17904,62,302,3625,481
"G1600550","2010","Idaho","16","Kootenai County","055","Kootenai County",130844,416,1781,2131,3322
"G1600570","2010","Idaho","16","Latah County","057","Latah County",34557,293,237,1208,949
"G1600590","2010","Idaho","16","Lemhi County","059","Lemhi County",7654,18,57,77,130
"G1600610","2010","Idaho","16","Lewis County","061","Lewis County",3450,14,180,85,92
"G1600630","2010","Idaho","16","Lincoln County","063","Lincoln County",4171,19,38,867,113
"G1600650","2010","Idaho","16","Madison County","065","Madison County",35235,185,99,1466,551
"G1600670","2010","Idaho","16","Minidoka County","067","Minidoka County",16091,77,248,3165,488
"G1600690","2010","Idaho","16","Nez Perce County","069","Nez Perce County",35390,117,2206,577,975
"G1600710","2010","Idaho","16","Oneida County","071","Oneida County",4144,9,22,67,44
"G1600730","2010","Idaho","16","Owyhee County","073","Owyhee County",8757,23,495,1979,272
"G1600750","2010","Idaho","16","Payette County","075","Payette County",20053,52,255,1624,639
"G1600770","2010","Idaho","16","Power County","077","Power County",5867,22,179,1562,187
"G1600790","2010","Idaho","16","Shoshone County","079","Shoshone County",12174,26,183,127,255
"G1600810","2010","Idaho","16","Teton County","081","Teton County",8709,25,35,1253,148
"G1600830","2010","Idaho","16","Twin Falls County","083","Twin Falls County",68693,342,606,5834,1755
"G1600850","2010","Idaho","16","Valley County","085","Valley County",9445,11,68,196,142
"G1600870","2010","Idaho","16","Washington County","087","Washington County",8835,18,101,1024,220
"G1700010","2010","Illinois","17","Adams County","001","Adams County",62868,2331,111,696,1097
"G1700030","2010","Illinois","17","Alexander County","003","Alexander County",5018,2915,26,136,143
"G1700050","2010","Illinois","17","Bond County","005","Bond County",16143,1080,92,129,324
"G1700070","2010","Illinois","17","Boone County","007","Boone County",45724,1064,200,5757,1420
"G1700090","2010","Illinois","17","Brown County","009","Brown County",5276,1280,14,324,43
"G1700110","2010","Illinois","17","Bureau County","011","Bureau County",32937,212,98,1280,451
"G1700130","2010","Illinois","17","Calhoun County","013","Calhoun County",5032,7,9,22,19
"G1700150","2010","Illinois","17","Carroll County","015","Carroll County",14906,123,47,143,168
"G1700170","2010","Illinois","17","Cass County","017","Cass County",11769,419,38,1230,186
"G1700190","2010","Illinois","17","Champaign County","019","Champaign County",147600,24946,549,22464,5522
"G1700210","2010","Illinois","17","Christian County","021","Christian County",33610,495,51,322,322
"G1700230","2010","Illinois","17","Clark County","023","Clark County",16027,48,25,114,121
"G1700250","2010","Illinois","17","Clay County","025","Clay County",13499,47,32,126,111
"G1700270","2010","Illinois","17","Clinton County","027","Clinton County",35284,1338,94,622,424
"G1700290","2010","Illinois","17","Coles County","029","Coles County",50029,2067,104,854,819
"G1700310","2010","Illinois","17","Cook County","031","Cook County",2877212,1287767,21559,876367,131770
"G1700330","2010","Illinois","17","Crawford County","033","Crawford County",18381,934,48,273,181
"G1700350","2010","Illinois","17","Cumberland County","035","Cumberland County",10856,38,17,51,86
"G1700370","2010","Illinois","17","DeKalb County","037","DeKalb County",89453,6732,267,6610,2098
"G1700390","2010","Illinois","17","De Witt County","039","De Witt County",16035,87,26,220,193
"G1700410","2010","Illinois","17","Douglas County","041","Douglas County",19113,58,34,544,231
"G1700430","2010","Illinois","17","DuPage County","043","DuPage County",714140,42346,2415,137627,20396
"G1700450","2010","Illinois","17","Edgar County","045","Edgar County",18268,64,25,89,130
"G1700470","2010","Illinois","17","Edwards County","047","Edwards County",6584,30,9,43,55
"G1700490","2010","Illinois","17","Effingham County","049","Effingham County",33429,79,39,416,279
"G1700510","2010","Illinois","17","Fayette County","051","Fayette County",20750,980,35,149,226
"G1700530","2010","Illinois","17","Ford County","053","Ford County",13677,85,33,127,159
"G1700550","2010","Illinois","17","Franklin County","055","Franklin County",38641,123,104,251,442
"G1700570","2010","Illinois","17","Fulton County","057","Fulton County",34625,1269,131,710,334
"G1700590","2010","Illinois","17","Gallatin County","059","Gallatin County",5473,12,14,25,65
"G1700610","2010","Illinois","17","Greene County","061","Greene County",13588,119,23,57,99
"G1700630","2010","Illinois","17","Grundy County","063","Grundy County",46933,605,114,1678,733
"G1700650","2010","Illinois","17","Hamilton County","065","Hamilton County",8305,31,20,42,59
"G1700670","2010","Illinois","17","Hancock County","067","Hancock County",18723,52,40,113,176
"G1700690","2010","Illinois","17","Hardin County","069","Hardin County",4205,13,26,41,35
"G1700710","2010","Illinois","17","Henderson County","071","Henderson County",7198,15,15,33,70
"G1700730","2010","Illinois","17","Henry County","073","Henry County",47846,796,93,1019,732
"G1700750","2010","Illinois","17","Iroquois County","075","Iroquois County",28155,233,51,884,395
"G1700770","2010","Illinois","17","Jackson County","077","Jackson County",46875,8589,227,2934,1593
"G1700790","2010","Illinois","17","Jasper County","079","Jasper County",9564,11,13,52,58
"G1700810","2010","Illinois","17","Jefferson County","081","Jefferson County",34315,3251,85,552,624
"G1700830","2010","Illinois","17","Jersey County","083","Jersey County",22431,93,60,129,272
"G1700850","2010","Illinois","17","Jo Daviess County","085","Jo Daviess County",22046,107,45,277,203
"G1700870","2010","Illinois","17","Johnson County","087","Johnson County",11197,1006,29,224,126
"G1700890","2010","Illinois","17","Kane County","089","Kane County",384548,29422,2887,84906,13506
"G1700910","2010","Illinois","17","Kankakee County","091","Kankakee County",87986,17187,286,5588,2402
"G1700930","2010","Illinois","17","Kendall County","093","Kendall County",95891,6585,316,9268,2676
"G1700950","2010","Illinois","17","Knox County","095","Knox County",46329,3810,104,1370,1306
"G1700970","2010","Illinois","17","Lake County","097","Lake County",528204,49033,3279,104660,18286
"G1700990","2010","Illinois","17","LaSalle County","099","LaSalle County",106187,2186,289,3616,1646
"G1701010","2010","Illinois","17","Lawrence County","101","Lawrence County",14696,1608,38,320,171
"G1701030","2010","Illinois","17","Lee County","103","Lee County",32745,1735,74,949,528
"G1701050","2010","Illinois","17","Livingston County","105","Livingston County",35752,1915,67,718,498
"G1701070","2010","Illinois","17","Logan County","107","Logan County",27008,2285,60,560,392
"G1701090","2010","Illinois","17","McDonough County","109","McDonough County",29476,1642,75,819,600
"G1701110","2010","Illinois","17","McHenry County","111","McHenry County",278257,3283,939,21081,5200
"G1701130","2010","Illinois","17","McLean County","113","McLean County",142940,12426,383,9885,3938
"G1701150","2010","Illinois","17","Macon County","115","Macon County",87855,18027,226,1906,2754
"G1701170","2010","Illinois","17","Macoupin County","117","Macoupin County",46596,359,126,258,426
"G1701190","2010","Illinois","17","Madison County","119","Madison County",237641,21235,659,4788,4959
"G1701210","2010","Illinois","17","Marion County","121","Marion County",36734,1557,122,398,626
"G1701230","2010","Illinois","17","Marshall County","123","Marshall County",12271,44,22,184,119
"G1701250","2010","Illinois","17","Mason County","125","Mason County",14382,54,36,59,135
"G1701270","2010","Illinois","17","Massac County","127","Massac County",14033,904,62,114,316
"G1701290","2010","Illinois","17","Menard County","129","Menard County",12383,76,32,78,136
"G1701310","2010","Illinois","17","Mercer County","131","Mercer County",16153,47,17,95,122
"G1701330","2010","Illinois","17","Monroe County","133","Monroe County",32287,69,67,262,272
"G1701350","2010","Illinois","17","Montgomery County","135","Montgomery County",28632,952,47,267,206
"G1701370","2010","Illinois","17","Morgan County","137","Morgan County",32321,2122,78,448,578
"G1701390","2010","Illinois","17","Moultrie County","139","Moultrie County",14622,41,28,65,90
"G1701410","2010","Illinois","17","Ogle County","141","Ogle County",49867,483,111,2279,757
"G1701430","2010","Illinois","17","Peoria County","143","Peoria County",138800,33030,526,8874,5264
"G1701450","2010","Illinois","17","Perry County","145","Perry County",19656,1866,55,460,313
"G1701470","2010","Illinois","17","Piatt County","147","Piatt County",16393,58,29,92,157
"G1701490","2010","Illinois","17","Pike County","149","Pike County",15928,275,28,83,116
"G1701510","2010","Illinois","17","Pope County","151","Pope County",4098,269,29,35,39
"G1701530","2010","Illinois","17","Pulaski County","153","Pulaski County",3965,1994,26,57,119
"G1701550","2010","Illinois","17","Putnam County","155","Putnam County",5803,32,6,96,69
"G1701570","2010","Illinois","17","Randolph County","157","Randolph County",29318,3263,62,522,311
"G1701590","2010","Illinois","17","Richland County","159","Richland County",15795,78,25,184,151
"G1701610","2010","Illinois","17","Rock Island County","161","Rock Island County",120382,13289,395,9022,4458
"G1701630","2010","Illinois","17","St. Clair County","163","St. Clair County",174458,82302,652,6636,6008
"G1701650","2010","Illinois","17","Saline County","165","Saline County",23178,995,88,215,437
"G1701670","2010","Illinois","17","Sangamon County","167","Sangamon County",165103,23335,394,4314,4319
"G1701690","2010","Illinois","17","Schuyler County","169","Schuyler County",7205,243,12,45,39
"G1701710","2010","Illinois","17","Scott County","171","Scott County",5279,9,9,18,40
"G1701730","2010","Illinois","17","Shelby County","173","Shelby County",22045,50,43,99,126
"G1701750","2010","Illinois","17","Stark County","175","Stark County",5855,28,10,39,62
"G1701770","2010","Illinois","17","Stephenson County","177","Stephenson County",41291,4275,85,861,1199
"G1701790","2010","Illinois","17","Tazewell County","179","Tazewell County",130225,1374,365,1709,1721
"G1701810","2010","Illinois","17","Union County","181","Union County",16880,156,97,408,267
"G1701830","2010","Illinois","17","Vermilion County","183","Vermilion County",67323,10571,191,1770,1770
"G1701850","2010","Illinois","17","Wabash County","185","Wabash County",11576,77,21,137,136
"G1701870","2010","Illinois","17","Warren County","187","Warren County",16165,303,42,911,286
"G1701890","2010","Illinois","17","Washington County","189","Washington County",14376,101,18,107,114
"G1701910","2010","Illinois","17","Wayne County","191","Wayne County",16427,42,35,130,126
"G1701930","2010","Illinois","17","White County","193","White County",14393,56,47,64,105
"G1701950","2010","Illinois","17","Whiteside County","195","Whiteside County",53923,781,170,2329,1295
"G1701970","2010","Illinois","17","Will County","197","Will County",514664,75743,1703,69994,15456
"G1701990","2010","Illinois","17","Williamson County","199","Williamson County",61542,2540,246,931,1098
"G1702010","2010","Illinois","17","Winnebago County","201","Winnebago County",228652,36108,963,21220,8323
"G1702030","2010","Illinois","17","Woodford County","203","Woodford County",37643,187,74,337,423
"G1800010","2010","Indiana","18","Adams County","001","Adams County",33349,107,71,559,301
"G1800030","2010","Indiana","18","Allen County","003","Allen County",281653,41618,1246,20365,10447
"G1800050","2010","Indiana","18","Bartholomew County","005","Bartholomew County",68824,1420,209,5129,1212
"G1800070","2010","Indiana","18","Benton County","007","Benton County",8489,42,11,211,101
"G1800090","2010","Indiana","18","Blackford County","009","Blackford County",12470,49,22,64,161
"G1800110","2010","Indiana","18","Boone County","011","Boone County",53953,495,103,1324,765
"G1800130","2010","Indiana","18","Brown County","013","Brown County",14874,53,50,92,173
"G1800150","2010","Indiana","18","Carroll County","015","Carroll County",19500,48,38,371,198
"G1800170","2010","Indiana","18","Cass County","017","Cass County",34385,578,199,3194,610
"G1800190","2010","Indiana","18","Clark County","019","Clark County",95961,7661,303,3845,2462
"G1800210","2010","Indiana","18","Clay County","021","Clay County",26303,87,59,204,237
"G1800230","2010","Indiana","18","Clinton County","023","Clinton County",30232,142,83,2346,421
"G1800250","2010","Indiana","18","Crawford County","025","Crawford County",10438,24,43,88,120
"G1800270","2010","Indiana","18","Daviess County","027","Daviess County",30077,172,71,987,341
"G1800290","2010","Indiana","18","Dearborn County","029","Dearborn County",48780,300,87,390,490
"G1800310","2010","Indiana","18","Decatur County","031","Decatur County",25053,82,39,341,225
"G1800330","2010","Indiana","18","DeKalb County","033","DeKalb County",40931,148,99,558,487
"G1800350","2010","Indiana","18","Delaware County","035","Delaware County",104872,8146,302,1878,2473
"G1800370","2010","Indiana","18","Dubois County","037","Dubois County",39839,122,66,1493,369
"G1800390","2010","Indiana","18","Elkhart County","039","Elkhart County",163792,11307,747,16788,4925
"G1800410","2010","Indiana","18","Fayette County","041","Fayette County",23532,322,32,155,236
"G1800430","2010","Indiana","18","Floyd County","043","Floyd County",67408,3873,168,1586,1543
"G1800450","2010","Indiana","18","Fountain County","045","Fountain County",16802,28,54,181,175
"G1800470","2010","Indiana","18","Franklin County","047","Franklin County",22703,37,34,132,181
"G1800490","2010","Indiana","18","Fulton County","049","Fulton County",19800,150,96,561,229
"G1800510","2010","Indiana","18","Gibson County","051","Gibson County",31986,597,72,317,531
"G1800530","2010","Indiana","18","Grant County","053","Grant County",61811,4888,234,1427,1701
"G1800550","2010","Indiana","18","Greene County","055","Greene County",32548,49,93,189,286
"G1800570","2010","Indiana","18","Hamilton County","057","Hamilton County",242985,9603,529,16542,4910
"G1800590","2010","Indiana","18","Hancock County","059","Hancock County",66644,1452,154,881,871
"G1800610","2010","Indiana","18","Harrison County","061","Harrison County",38341,178,88,373,384
"G1800630","2010","Indiana","18","Hendricks County","063","Hendricks County",131117,7084,293,4631,2323
"G1800650","2010","Indiana","18","Henry County","065","Henry County",47351,1070,72,379,590
"G1800670","2010","Indiana","18","Howard County","067","Howard County",73284,5680,286,1459,2043
"G1800690","2010","Indiana","18","Huntington County","069","Huntington County",36062,160,140,343,419
"G1800710","2010","Indiana","18","Jackson County","071","Jackson County",40044,282,89,1405,556
"G1800730","2010","Indiana","18","Jasper County","073","Jasper County",32056,212,68,799,343
"G1800750","2010","Indiana","18","Jay County","075","Jay County",20619,60,23,359,192
"G1800770","2010","Indiana","18","Jefferson County","077","Jefferson County",30876,542,69,522,419
"G1800790","2010","Indiana","18","Jennings County","079","Jennings County",27611,216,30,335,333
"G1800810","2010","Indiana","18","Johnson County","081","Johnson County",131140,1578,315,4482,2139
"G1800830","2010","Indiana","18","Knox County","083","Knox County",36475,1009,73,412,471
"G1800850","2010","Indiana","18","Kosciusko County","085","Kosciusko County",72188,572,232,3300,1066
"G1800870","2010","Indiana","18","LaGrange County","087","LaGrange County",35874,117,71,756,310
"G1800890","2010","Indiana","18","Lake County","089","Lake County",319412,128263,1628,35042,11660
"G1800910","2010","Indiana","18","LaPorte County","091","LaPorte County",93787,12001,306,2830,2543
"G1800930","2010","Indiana","18","Lawrence County","093","Lawrence County",44905,186,158,375,510
"G1800950","2010","Indiana","18","Madison County","095","Madison County",115452,10963,320,2571,2330
"G1800970","2010","Indiana","18","Marion County","097","Marion County",566853,240975,2901,67207,25457
"G1800990","2010","Indiana","18","Marshall County","099","Marshall County",44000,220,116,1995,720
"G1801010","2010","Indiana","18","Martin County","101","Martin County",10164,10,30,53,77
"G1801030","2010","Indiana","18","Miami County","103","Miami County",33876,1673,335,362,657
"G1801050","2010","Indiana","18","Monroe County","105","Monroe County",121109,4491,353,8601,3420
"G1801070","2010","Indiana","18","Montgomery County","107","Montgomery County",36309,327,98,919,471
"G1801090","2010","Indiana","18","Morgan County","109","Morgan County",67307,176,200,499,712
"G1801110","2010","Indiana","18","Newton County","111","Newton County",13700,56,42,296,150
"G1801130","2010","Indiana","18","Noble County","113","Noble County",43970,185,102,2654,625
"G1801150","2010","Indiana","18","Ohio County","115","Ohio County",6012,22,12,38,44
"G1801170","2010","Indiana","18","Orange County","117","Orange County",19245,170,62,129,234
"G1801190","2010","Indiana","18","Owen County","119","Owen County",21129,65,75,116,190
"G1801210","2010","Indiana","18","Parke County","121","Parke County",16671,397,64,108,99
"G1801230","2010","Indiana","18","Perry County","123","Perry County",18557,471,36,124,150
"G1801250","2010","Indiana","18","Pike County","125","Pike County",12610,39,27,67,102
"G1801270","2010","Indiana","18","Porter County","127","Porter County",149995,4894,494,5848,3112
"G1801290","2010","Indiana","18","Posey County","129","Posey County",25185,233,48,167,277
"G1801310","2010","Indiana","18","Pulaski County","131","Pulaski County",13025,88,40,112,137
"G1801330","2010","Indiana","18","Putnam County","133","Putnam County",35449,1505,98,497,414
"G1801350","2010","Indiana","18","Randolph County","135","Randolph County",25158,117,89,531,276
"G1801370","2010","Indiana","18","Ripley County","137","Ripley County",28132,69,51,308,258
"G1801390","2010","Indiana","18","Rush County","139","Rush County",16945,132,32,147,136
"G1801410","2010","Indiana","18","St. Joseph County","141","St. Joseph County",209972,33958,1030,14261,7710
"G1801430","2010","Indiana","18","Scott County","143","Scott County",23667,57,46,233,178
"G1801450","2010","Indiana","18","Shelby County","145","Shelby County",42402,455,95,971,513
"G1801470","2010","Indiana","18","Spencer County","147","Spencer County",20295,96,41,354,166
"G1801490","2010","Indiana","18","Starke County","149","Starke County",22683,66,76,245,293
"G1801510","2010","Indiana","18","Steuben County","151","Steuben County",33098,179,93,498,317
"G1801530","2010","Indiana","18","Sullivan County","153","Sullivan County",20132,961,58,105,219
"G1801550","2010","Indiana","18","Switzerland County","155","Switzerland County",10381,32,18,99,83
"G1801570","2010","Indiana","18","Tippecanoe County","157","Tippecanoe County",145190,6913,453,16452,3772
"G1801590","2010","Indiana","18","Tipton County","159","Tipton County",15551,29,23,177,156
"G1801610","2010","Indiana","18","Union County","161","Union County",7331,33,23,50,79
"G1801630","2010","Indiana","18","Vanderburgh County","163","Vanderburgh County",154882,16347,399,3974,4101
"G1801650","2010","Indiana","18","Vermillion County","165","Vermillion County",15932,24,37,84,135
"G1801670","2010","Indiana","18","Vigo County","167","Vigo County",95207,7437,364,2454,2386
"G1801690","2010","Indiana","18","Wabash County","169","Wabash County",31764,163,217,377,367
"G1801710","2010","Indiana","18","Warren County","171","Warren County",8363,11,13,62,59
"G1801730","2010","Indiana","18","Warrick County","173","Warrick County",56700,803,124,1269,793
"G1801750","2010","Indiana","18","Washington County","175","Washington County",27714,64,62,181,241
"G1801770","2010","Indiana","18","Wayne County","177","Wayne County",62140,3418,171,1361,1827
"G1801790","2010","Indiana","18","Wells County","179","Wells County",26902,96,76,318,244
"G1801810","2010","Indiana","18","White County","181","White County",23132,68,71,1018,354
"G1801830","2010","Indiana","18","Whitley County","183","Whitley County",32479,99,92,244,378
"G1900010","2010","Iowa","19","Adair County","001","Adair County",7558,11,4,57,52
"G1900030","2010","Iowa","19","Adams County","003","Adams County",3953,8,19,27,22
"G1900050","2010","Iowa","19","Allamakee County","005","Allamakee County",13750,113,36,343,88
"G1900070","2010","Iowa","19","Appanoose County","007","Appanoose County",12586,63,32,71,135
"G1900090","2010","Iowa","19","Audubon County","009","Audubon County",6032,10,8,32,37
"G1900110","2010","Iowa","19","Benton County","011","Benton County",25569,102,45,121,239
"G1900130","2010","Iowa","19","Black Hawk County","013","Black Hawk County",112215,11640,297,3953,2985
"G1900150","2010","Iowa","19","Boone County","015","Boone County",25509,206,81,244,266
"G1900170","2010","Iowa","19","Bremer County","017","Bremer County",23601,191,16,237,231
"G1900190","2010","Iowa","19","Buchanan County","019","Buchanan County",20505,67,32,127,227
"G1900210","2010","Iowa","19","Buena Vista County","021","Buena Vista County",16341,540,51,2969,359
"G1900230","2010","Iowa","19","Butler County","023","Butler County",14636,26,21,73,111
"G1900250","2010","Iowa","19","Calhoun County","025","Calhoun County",9526,22,19,43,60
"G1900270","2010","Iowa","19","Carroll County","027","Carroll County",20250,83,25,272,186
"G1900290","2010","Iowa","19","Cass County","029","Cass County",13636,35,28,171,86
"G1900310","2010","Iowa","19","Cedar County","031","Cedar County",18090,52,29,131,197
"G1900330","2010","Iowa","19","Cerro Gordo County","033","Cerro Gordo County",41964,578,91,802,716
"G1900350","2010","Iowa","19","Cherokee County","035","Cherokee County",11667,66,32,202,105
"G1900370","2010","Iowa","19","Chickasaw County","037","Chickasaw County",12119,41,10,209,60
"G1900390","2010","Iowa","19","Clarke County","039","Clarke County",8758,39,29,371,89
"G1900410","2010","Iowa","19","Clay County","041","Clay County",16077,69,38,296,187
"G1900430","2010","Iowa","19","Clayton County","043","Clayton County",17731,61,20,169,148
"G1900450","2010","Iowa","19","Clinton County","045","Clinton County",46152,1291,121,653,899
"G1900470","2010","Iowa","19","Crawford County","047","Crawford County",14168,208,59,2382,279
"G1900490","2010","Iowa","19","Dallas County","049","Dallas County",60971,918,127,3110,1009
"G1900510","2010","Iowa","19","Davis County","051","Davis County",8614,7,19,45,68
"G1900530","2010","Iowa","19","Decatur County","053","Decatur County",8068,152,33,116,88
"G1900550","2010","Iowa","19","Delaware County","055","Delaware County",17507,48,18,76,115
"G1900570","2010","Iowa","19","Des Moines County","057","Des Moines County",36704,2048,99,543,931
"G1900590","2010","Iowa","19","Dickinson County","059","Dickinson County",16386,29,13,114,125
"G1900610","2010","Iowa","19","Dubuque County","061","Dubuque County",88092,2486,178,1680,1217
"G1900630","2010","Iowa","19","Emmet County","063","Emmet County",9591,65,69,419,158
"G1900650","2010","Iowa","19","Fayette County","065","Fayette County",20253,198,21,215,193
"G1900670","2010","Iowa","19","Floyd County","067","Floyd County",15620,203,23,332,125
"G1900690","2010","Iowa","19","Franklin County","069","Franklin County",10001,38,20,452,169
"G1900710","2010","Iowa","19","Fremont County","071","Fremont County",7212,39,23,100,67
"G1900730","2010","Iowa","19","Greene County","073","Greene County",9108,26,25,115,62
"G1900750","2010","Iowa","19","Grundy County","075","Grundy County",12269,28,4,65,87
"G1900770","2010","Iowa","19","Guthrie County","077","Guthrie County",10687,16,22,126,103
"G1900790","2010","Iowa","19","Hamilton County","079","Hamilton County",14703,50,33,673,214
"G1900810","2010","Iowa","19","Hancock County","081","Hancock County",10957,56,16,206,106
"G1900830","2010","Iowa","19","Hardin County","083","Hardin County",16799,217,42,285,191
"G1900850","2010","Iowa","19","Harrison County","085","Harrison County",14658,25,43,76,126
"G1900870","2010","Iowa","19","Henry County","087","Henry County",18557,447,61,757,323
"G1900890","2010","Iowa","19","Howard County","089","Howard County",9380,25,10,70,81
"G1900910","2010","Iowa","19","Humboldt County","091","Humboldt County",9418,44,15,236,102
"G1900930","2010","Iowa","19","Ida County","093","Ida County",6957,17,12,62,41
"G1900950","2010","Iowa","19","Iowa County","095","Iowa County",16002,57,27,146,123
"G1900970","2010","Iowa","19","Jackson County","097","Jackson County",19339,61,40,203,205
"G1900990","2010","Iowa","19","Jasper County","099","Jasper County",35639,470,103,304,326
"G1901010","2010","Iowa","19","Jefferson County","101","Jefferson County",14759,214,31,1571,268
"G1901030","2010","Iowa","19","Johnson County","103","Johnson County",112083,6305,287,9242,2965
"G1901050","2010","Iowa","19","Jones County","105","Jones County",19901,408,49,157,123
"G1901070","2010","Iowa","19","Keokuk County","107","Keokuk County",10339,50,14,46,62
"G1901090","2010","Iowa","19","Kossuth County","109","Kossuth County",15223,44,20,136,120
"G1901110","2010","Iowa","19","Lee County","111","Lee County",33537,1118,68,445,694
"G1901130","2010","Iowa","19","Linn County","113","Linn County",191884,8346,565,5498,4933
"G1901150","2010","Iowa","19","Louisa County","115","Louisa County",10272,60,33,849,173
"G1901170","2010","Iowa","19","Lucas County","117","Lucas County",8769,17,16,42,54
"G1901190","2010","Iowa","19","Lyon County","119","Lyon County",11340,10,9,152,70
"G1901210","2010","Iowa","19","Madison County","121","Madison County",15376,46,28,91,138
"G1901230","2010","Iowa","19","Mahaska County","123","Mahaska County",21428,254,60,393,246
"G1901250","2010","Iowa","19","Marion County","125","Marion County",32203,225,60,476,345
"G1901270","2010","Iowa","19","Marshall County","127","Marshall County",36071,679,186,2882,830
"G1901290","2010","Iowa","19","Mills County","129","Mills County",14639,57,49,149,165
"G1901310","2010","Iowa","19","Mitchell County","131","Mitchell County",10621,21,10,70,54
"G1901330","2010","Iowa","19","Monona County","133","Monona County",8972,33,97,51,90
"G1901350","2010","Iowa","19","Monroe County","135","Monroe County",7764,22,11,71,102
"G1901370","2010","Iowa","19","Montgomery County","137","Montgomery County",10460,25,38,118,99
"G1901390","2010","Iowa","19","Muscatine County","139","Muscatine County",38061,606,133,3132,813
"G1901410","2010","Iowa","19","O'Brien County","141","O'Brien County",13829,67,18,370,114
"G1901430","2010","Iowa","19","Osceola County","143","Osceola County",6149,18,21,224,50
"G1901450","2010","Iowa","19","Page County","145","Page County",15039,352,86,236,219
"G1901470","2010","Iowa","19","Palo Alto County","147","Palo Alto County",9211,44,21,66,79
"G1901490","2010","Iowa","19","Plymouth County","149","Plymouth County",24086,76,71,503,250
"G1901510","2010","Iowa","19","Pocahontas County","151","Pocahontas County",7126,26,12,67,79
"G1901530","2010","Iowa","19","Polk County","153","Polk County",364895,25853,1384,28103,10405
"G1901550","2010","Iowa","19","Pottawattamie County","155","Pottawattamie County",86558,1267,441,3122,1770
"G1901570","2010","Iowa","19","Poweshiek County","157","Poweshiek County",17957,220,50,428,259
"G1901590","2010","Iowa","19","Ringgold County","159","Ringgold County",5004,17,14,58,38
"G1901610","2010","Iowa","19","Sac County","161","Sac County",10125,31,7,100,87
"G1901630","2010","Iowa","19","Scott County","163","Scott County",142267,11728,496,5828,4905
"G1901650","2010","Iowa","19","Shelby County","165","Shelby County",11909,32,28,116,82
"G1901670","2010","Iowa","19","Sioux County","167","Sioux County",31441,129,96,1724,314
"G1901690","2010","Iowa","19","Story County","169","Story County",79344,2196,163,6321,1518
"G1901710","2010","Iowa","19","Tama County","171","Tama County",15373,60,1327,556,451
"G1901730","2010","Iowa","19","Taylor County","173","Taylor County",6068,14,9,167,59
"G1901750","2010","Iowa","19","Union County","175","Union County",12144,89,39,137,125
"G1901770","2010","Iowa","19","Van Buren County","177","Van Buren County",7439,15,10,53,53
"G1901790","2010","Iowa","19","Wapello County","179","Wapello County",32802,482,176,1614,551
"G1901810","2010","Iowa","19","Warren County","181","Warren County",44887,216,109,451,562
"G1901830","2010","Iowa","19","Washington County","183","Washington County",20796,146,56,388,318
"G1901850","2010","Iowa","19","Wayne County","185","Wayne County",6275,18,12,50,48
"G1901870","2010","Iowa","19","Webster County","187","Webster County",35095,1462,112,663,681
"G1901890","2010","Iowa","19","Winnebago County","189","Winnebago County",10441,85,22,207,111
"G1901910","2010","Iowa","19","Winneshiek County","191","Winneshiek County",20347,133,13,403,160
