GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,B18AA2010,B18AB2010,B18AC2010,B18AD2010,B18AE2010
"G0201950","2010","Alaska","02","Petersburg Census Area","195","Petersburg Census Area",2711,15,614,149,326
"G0201980","2010","Alaska","02","Prince of Wales-Hyder Census Area","198","Prince of Wales-Hyder Census Area",2799,17,2207,62,474
"G0202200","2010","Alaska","02","Sitka City and Borough","220","Sitka City and Borough",5798,47,1493,672,871
"G0202300","2010","Alaska","02","Skagway Municipality","230","Skagway Municipality",885,0,34,10,39
"G0202400","2010","Alaska","02","Southeast Fairbanks Census Area","240","Southeast Fairbanks Census Area",5651,76,808,151,343
"G0202610","2010","Alaska","02","Valdez-Cordova Census Area","261","Valdez-Cordova Census Area",7127,46,1315,454,694
"G0202700","2010","Alaska","02","Wade Hampton Census Area","270","Wade Hampton Census Area",201,1,7085,21,151
"G0202750","2010","Alaska","02","Wrangell City and Borough","275","Wrangell City and Borough",1719,4,384,39,223
"G0202820","2010","Alaska","02","Yakutat City and Borough","282","Yakutat City and Borough",281,2,237,40,102
"G0202900","2010","Alaska","02","Yukon-Koyukuk Census Area","290","Yukon-Koyukuk Census Area",1243,10,3992,29,314
"G0400010","2010","Arizona","04","Apache County","001","Apache County",16634,175,52154,1133,1422
"G0400030","2010","Arizona","04","Cochise County","003","Cochise County",103085,5465,1589,15932,5275
"G0400050","2010","Arizona","04","Coconino County","005","Coconino County",82967,1629,36714,9000,4111
"G0400070","2010","Arizona","04","Gila County","007","Gila County",41162,233,7946,3185,1071
"G0400090","2010","Arizona","04","Graham County","009","Graham County",26827,683,5376,3286,1048
"G0400110","2010","Arizona","04","Greenlee County","011","Greenlee County",6514,89,195,1319,320
"G0400120","2010","Arizona","04","La Paz County","012","La Paz County",14306,129,2628,2665,761
"G0400130","2010","Arizona","04","Maricopa County","013","Maricopa County",2786781,190519,78329,629720,131768
"G0400150","2010","Arizona","04","Mohave County","015","Mohave County",173878,1882,4500,14433,5493
"G0400170","2010","Arizona","04","Navajo County","017","Navajo County",52972,938,46611,4280,2648
"G0400190","2010","Arizona","04","Pima County","019","Pima County",728751,34674,32605,147994,36239
"G0400210","2010","Arizona","04","Pinal County","021","Pinal County",272013,17215,20949,51270,14323
"G0400230","2010","Arizona","04","Santa Cruz County","023","Santa Cruz County",34835,179,328,11125,953
"G0400250","2010","Arizona","04","Yavapai County","025","Yavapai County",188515,1267,3549,12344,5358
"G0400270","2010","Arizona","04","Yuma County","027","Yuma County",137881,3931,3056,43373,7510
"G0500010","2010","Arkansas","05","Arkansas County","001","Arkansas County",13659,4661,36,414,249
"G0500030","2010","Arkansas","05","Ashley County","003","Ashley County",15143,5640,70,752,248
"G0500050","2010","Arkansas","05","Baxter County","005","Baxter County",40231,67,232,379,604
"G0500070","2010","Arkansas","05","Benton County","007","Benton County",182817,2814,3751,26051,5906
"G0500090","2010","Arkansas","05","Boone County","009","Boone County",35624,72,263,297,647
"G0500110","2010","Arkansas","05","Bradley County","011","Bradley County",6934,3173,56,1190,155
"G0500130","2010","Arkansas","05","Calhoun County","013","Calhoun County",4001,1192,15,85,75
"G0500150","2010","Arkansas","05","Carroll County","015","Carroll County",24593,103,251,1880,619
"G0500170","2010","Arkansas","05","Chicot County","017","Chicot County",4864,6381,23,440,92
"G0500190","2010","Arkansas","05","Clark County","019","Clark County",16518,5413,98,622,344
"G0500210","2010","Arkansas","05","Clay County","021","Clay County",15682,56,42,101,202
"G0500230","2010","Arkansas","05","Cleburne County","023","Cleburne County",25130,72,141,262,365
"G0500250","2010","Arkansas","05","Cleveland County","025","Cleveland County",7452,1059,23,90,65
"G0500270","2010","Arkansas","05","Columbia County","027","Columbia County",14696,9059,71,470,256
"G0500290","2010","Arkansas","05","Conway County","029","Conway County",17917,2385,152,398,421
"G0500310","2010","Arkansas","05","Craighead County","031","Craighead County",78323,12640,342,3443,1695
"G0500330","2010","Arkansas","05","Crawford County","033","Crawford County",55194,725,1392,2864,1773
"G0500350","2010","Arkansas","05","Crittenden County","035","Crittenden County",23446,26051,135,713,557
"G0500370","2010","Arkansas","05","Cross County","037","Cross County",13495,3972,47,169,187
"G0500390","2010","Arkansas","05","Dallas County","039","Dallas County",4476,3400,32,106,102
"G0500410","2010","Arkansas","05","Desha County","041","Desha County",6230,6216,35,409,118
"G0500430","2010","Arkansas","05","Drew County","043","Drew County",12739,5144,43,370,213
"G0500450","2010","Arkansas","05","Faulkner County","045","Faulkner County",95420,11568,658,3322,2269
"G0500470","2010","Arkansas","05","Franklin County","047","Franklin County",17221,130,189,278,307
"G0500490","2010","Arkansas","05","Fulton County","049","Fulton County",11857,40,79,64,205
"G0500510","2010","Arkansas","05","Garland County","051","Garland County",82964,7615,587,2644,2214
"G0500530","2010","Arkansas","05","Grant County","053","Grant County",16940,390,77,257,189
"G0500550","2010","Arkansas","05","Greene County","055","Greene County",40578,233,209,505,565
"G0500570","2010","Arkansas","05","Hempstead County","057","Hempstead County",13431,6646,88,2012,432
"G0500590","2010","Arkansas","05","Hot Spring County","059","Hot Spring County",28179,3568,154,449,573
"G0500610","2010","Arkansas","05","Howard County","061","Howard County",9894,2846,96,778,175
"G0500630","2010","Arkansas","05","Independence County","063","Independence County",33688,722,179,1496,562
"G0500650","2010","Arkansas","05","Izard County","065","Izard County",13118,175,105,120,178
"G0500670","2010","Arkansas","05","Jackson County","067","Jackson County",14363,3000,91,274,269
"G0500690","2010","Arkansas","05","Jefferson County","069","Jefferson County",32507,42639,213,1139,937
"G0500710","2010","Arkansas","05","Johnson County","071","Johnson County",22280,364,226,2176,494
"G0500730","2010","Arkansas","05","Lafayette County","073","Lafayette County",4642,2845,17,80,61
"G0500750","2010","Arkansas","05","Lawrence County","075","Lawrence County",16952,137,63,58,205
"G0500770","2010","Arkansas","05","Lee County","077","Lee County",4381,5761,49,112,121
"G0500790","2010","Arkansas","05","Lincoln County","079","Lincoln County",9407,4223,38,326,140
"G0500810","2010","Arkansas","05","Little River County","081","Little River County",9948,2519,192,248,264
"G0500830","2010","Arkansas","05","Logan County","083","Logan County",20844,297,237,566,409
"G0500850","2010","Arkansas","05","Lonoke County","085","Lonoke County",61353,4075,363,1330,1235
"G0500870","2010","Arkansas","05","Madison County","087","Madison County",14711,28,190,518,270
"G0500890","2010","Arkansas","05","Marion County","089","Marion County",16146,30,115,96,266
"G0500910","2010","Arkansas","05","Miller County","091","Miller County",31134,10667,293,630,738
"G0500930","2010","Arkansas","05","Mississippi County","093","Mississippi County",28653,15817,136,1179,695
"G0500950","2010","Arkansas","05","Monroe County","095","Monroe County",4584,3330,29,110,96
"G0500970","2010","Arkansas","05","Montgomery County","097","Montgomery County",8958,22,79,239,189
"G0500990","2010","Arkansas","05","Nevada County","099","Nevada County",5933,2764,31,147,122
"G0501010","2010","Arkansas","05","Newton County","101","Newton County",8001,9,90,48,182
"G0501030","2010","Arkansas","05","Ouachita County","103","Ouachita County",14883,10468,86,263,420
"G0501050","2010","Arkansas","05","Perry County","105","Perry County",9939,196,70,70,170
"G0501070","2010","Arkansas","05","Phillips County","107","Phillips County",7618,13719,51,163,206
"G0501090","2010","Arkansas","05","Pike County","109","Pike County",10163,330,70,543,185
"G0501110","2010","Arkansas","05","Poinsett County","111","Poinsett County",22089,1775,59,330,330
"G0501130","2010","Arkansas","05","Polk County","113","Polk County",19144,65,364,611,478
"G0501150","2010","Arkansas","05","Pope County","115","Pope County",55273,1784,471,2860,1366
"G0501170","2010","Arkansas","05","Prairie County","117","Prairie County",7529,1064,26,16,80
"G0501190","2010","Arkansas","05","Pulaski County","119","Pulaski County",220051,133858,1555,19423,7861
"G0501210","2010","Arkansas","05","Randolph County","121","Randolph County",17339,128,90,160,252
"G0501230","2010","Arkansas","05","St. Francis County","123","St. Francis County",12502,14667,148,531,410
"G0501250","2010","Arkansas","05","Saline County","125","Saline County",96978,4994,542,3073,1531
"G0501270","2010","Arkansas","05","Scott County","127","Scott County",9880,53,208,810,282
"G0501290","2010","Arkansas","05","Searcy County","129","Searcy County",7867,12,96,39,181
"G0501310","2010","Arkansas","05","Sebastian County","131","Sebastian County",96344,8019,2366,14496,4519
"G0501330","2010","Arkansas","05","Sevier County","133","Sevier County",11949,734,398,3454,523
"G0501350","2010","Arkansas","05","Sharp County","135","Sharp County",16582,93,170,124,295
"G0501370","2010","Arkansas","05","Stone County","137","Stone County",11995,11,84,104,200
"G0501390","2010","Arkansas","05","Union County","139","Union County",26276,13721,143,977,522
"G0501410","2010","Arkansas","05","Van Buren County","141","Van Buren County",16598,68,119,171,339
"G0501430","2010","Arkansas","05","Washington County","143","Washington County",162253,6006,2393,26714,5699
"G0501450","2010","Arkansas","05","White County","145","White County",70425,3074,449,1714,1414
"G0501470","2010","Arkansas","05","Woodruff County","147","Woodruff County",5075,1994,18,69,104
"G0501490","2010","Arkansas","05","Yell County","149","Yell County",19226,307,149,2115,388
"G0600010","2010","California","06","Alameda County","001","Alameda County",649122,190451,9799,569902,90997
"G0600030","2010","California","06","Alpine County","003","Alpine County",881,0,240,26,28
"G0600050","2010","California","06","Amador County","005","Amador County",33149,962,678,1946,1356
"G0600070","2010","California","06","Butte County","007","Butte County",180096,3415,4395,21650,10444
"G0600090","2010","California","06","Calaveras County","009","Calaveras County",40522,383,689,2184,1800
"G0600110","2010","California","06","Colusa County","011","Colusa County",13854,195,419,6187,764
"G0600130","2010","California","06","Contra Costa County","013","Contra Costa County",614512,97161,6122,269005,62225
"G0600150","2010","California","06","Del Norte County","015","Del Norte County",21098,993,2244,2977,1298
"G0600170","2010","California","06","El Dorado County","017","El Dorado County",156793,1409,2070,13869,6917
"G0600190","2010","California","06","Fresno County","019","Fresno County",515145,49523,15649,307847,42286
"G0600210","2010","California","06","Glenn County","021","Glenn County",19990,231,619,6268,1014
"G0600230","2010","California","06","Humboldt County","023","Humboldt County",109920,1505,7726,8299,7173
"G0600250","2010","California","06","Imperial County","025","Imperial County",102553,5773,3059,55421,7722
"G0600270","2010","California","06","Inyo County","027","Inyo County",13741,109,2121,1935,640
"G0600290","2010","California","06","Kern County","029","Kern County",499766,48921,12676,240412,37856
"G0600310","2010","California","06","Kings County","031","Kings County",83027,11014,2562,48887,7492
"G0600330","2010","California","06","Lake County","033","Lake County",52033,1232,2049,6287,3064
"G0600350","2010","California","06","Lassen County","035","Lassen County",25532,2834,1234,4083,1212
"G0600370","2010","California","06","Los Angeles County","037","Los Angeles County",4936599,856874,72828,3513591,438713
"G0600390","2010","California","06","Madera County","039","Madera County",94456,5629,4136,40344,6300
"G0600410","2010","California","06","Marin County","041","Marin County",201963,6987,1523,31243,10693
"G0600430","2010","California","06","Mariposa County","043","Mariposa County",16103,138,527,738,745
"G0600450","2010","California","06","Mendocino County","045","Mendocino County",67218,622,4277,11754,3970
"G0600470","2010","California","06","Merced County","047","Merced County",148381,9926,3473,82084,11929
"G0600490","2010","California","06","Modoc County","049","Modoc County",8084,82,370,779,371
"G0600510","2010","California","06","Mono County","051","Mono County",11697,47,302,1742,414
"G0600530","2010","California","06","Monterey County","053","Monterey County",230717,12785,5464,144734,21357
"G0600550","2010","California","06","Napa County","055","Napa County",97525,2668,1058,29653,5580
"G0600570","2010","California","06","Nevada County","057","Nevada County",90233,389,1044,3975,3123
"G0600590","2010","California","06","Orange County","059","Orange County",1830758,50744,18132,982799,127799
"G0600610","2010","California","06","Placer County","061","Placer County",290977,4751,3011,34588,15105
"G0600630","2010","California","06","Plumas County","063","Plumas County",17797,192,539,755,724
"G0600650","2010","California","06","Riverside County","065","Riverside County",1335147,140543,23710,585577,104664
"G0600670","2010","California","06","Sacramento County","067","Sacramento County",815151,147058,14308,348760,93511
"G0600690","2010","California","06","San Benito County","069","San Benito County",35181,483,895,16008,2702
"G0600710","2010","California","06","San Bernardino County","071","San Bernardino County",1153161,181862,22689,575134,102364
"G0600730","2010","California","06","San Diego County","073","San Diego County",1981442,158213,26340,770893,158425
"G0600750","2010","California","06","San Francisco County","075","San Francisco County",390387,48870,4024,324295,37659
"G0600770","2010","California","06","San Joaquin County","077","San Joaquin County",349287,51744,7196,233284,43795
"G0600790","2010","California","06","San Luis Obispo County","079","San Luis Obispo County",222756,5550,2536,28682,10113
"G0600810","2010","California","06","San Mateo County","081","San Mateo County",383535,20436,3306,272964,38210
"G0600830","2010","California","06","Santa Barbara County","083","Santa Barbara County",295124,8513,5485,95331,19442
"G0600850","2010","California","06","Santa Clara County","085","Santa Clara County",836616,46428,12960,798390,87248
"G0600870","2010","California","06","Santa Cruz County","087","Santa Cruz County",190208,2766,2253,54837,12318
"G0600890","2010","California","06","Shasta County","089","Shasta County",153726,1548,4950,9163,7836
"G0600910","2010","California","06","Sierra County","091","Sierra County",3022,6,44,89,79
"G0600930","2010","California","06","Siskiyou County","093","Siskiyou County",38030,571,1814,2111,2374
"G0600950","2010","California","06","Solano County","095","Solano County",210751,60750,3212,107273,31358
"G0600970","2010","California","06","Sonoma County","097","Sonoma County",371412,7610,6489,76865,21502
"G0600990","2010","California","06","Stanislaus County","099","Stanislaus County",337342,14721,5902,128701,27787
"G0601010","2010","California","06","Sutter County","101","Sutter County",57749,1919,1365,28407,5297
"G0601030","2010","California","06","Tehama County","103","Tehama County",51721,406,1644,6990,2702
"G0601050","2010","California","06","Trinity County","105","Trinity County",12033,59,655,327,712
"G0601070","2010","California","06","Tulare County","107","Tulare County",265618,7196,6993,143948,18424
"G0601090","2010","California","06","Tuolumne County","109","Tuolumne County",48274,1143,1039,2886,2023
"G0601110","2010","California","06","Ventura County","111","Ventura County",565804,15163,8068,197342,36941
"G0601130","2010","California","06","Yolo County","113","Yolo County",126883,5208,2214,54844,11700
"G0601150","2010","California","06","Yuba County","115","Yuba County",49332,2361,1675,13700,5087
"G0800010","2010","Colorado","08","Adams County","001","Adams County",323795,13539,5916,80849,17504
"G0800030","2010","Colorado","08","Alamosa County","003","Alamosa County",11549,172,433,2616,675
"G0800050","2010","Colorado","08","Arapahoe County","005","Arapahoe County",415910,58107,4363,69266,24357
"G0800070","2010","Colorado","08","Archuleta County","007","Archuleta County",10436,37,227,1043,341
"G0800090","2010","Colorado","08","Baca County","009","Baca County",3506,24,51,148,59
"G0800110","2010","Colorado","08","Bent County","011","Bent County",5149,496,156,572,126
"G0800130","2010","Colorado","08","Boulder County","013","Boulder County",256889,2532,1832,25433,7881
"G0800140","2010","Colorado","08","Broomfield County","014","Broomfield County",48099,587,336,5298,1569
"G0800150","2010","Colorado","08","Chaffee County","015","Chaffee County",16598,275,192,460,284
"G0800170","2010","Colorado","08","Cheyenne County","017","Cheyenne County",1711,7,13,87,18
"G0800190","2010","Colorado","08","Clear Creek County","019","Clear Creek County",8664,56,72,140,156
"G0800210","2010","Colorado","08","Conejos County","021","Conejos County",6293,27,182,1417,337
"G0800230","2010","Colorado","08","Costilla County","023","Costilla County",2397,24,104,846,153
"G0800250","2010","Colorado","08","Crowley County","025","Crowley County",4509,559,139,515,101
"G0800270","2010","Colorado","08","Custer County","027","Custer County",4055,44,30,55,71
"G0800290","2010","Colorado","08","Delta County","029","Delta County",27761,160,295,2037,699
"G0800310","2010","Colorado","08","Denver County","031","Denver County",413696,61435,8237,92231,24559
"G0800330","2010","Colorado","08","Dolores County","033","Dolores County",1920,4,60,30,50
"G0800350","2010","Colorado","08","Douglas County","035","Douglas County",257598,3476,1183,15802,7406
"G0800370","2010","Colorado","08","Eagle County","037","Eagle County",43402,359,343,6986,1107
"G0800390","2010","Colorado","08","Elbert County","039","Elbert County",21861,164,152,470,439
"G0800410","2010","Colorado","08","El Paso County","041","El Paso County",496258,38492,5947,49779,31787
"G0800430","2010","Colorado","08","Fremont County","043","Fremont County",42225,1843,810,1065,881
"G0800450","2010","Colorado","08","Garfield County","045","Garfield County",46367,385,639,7538,1460
"G0800470","2010","Colorado","08","Gilpin County","047","Gilpin County",5157,28,41,118,97
"G0800490","2010","Colorado","08","Grand County","049","Grand County",13877,57,73,595,241
"G0800510","2010","Colorado","08","Gunnison County","051","Gunnison County",14152,48,208,614,302
"G0800530","2010","Colorado","08","Hinsdale County","053","Hinsdale County",802,3,9,14,15
"G0800550","2010","Colorado","08","Huerfano County","055","Huerfano County",5560,35,214,642,260
"G0800570","2010","Colorado","08","Jackson County","057","Jackson County",1290,0,17,71,16
"G0800590","2010","Colorado","08","Jefferson County","059","Jefferson County",472694,5667,4717,36919,14546
"G0800610","2010","Colorado","08","Kiowa County","061","Kiowa County",1346,4,7,20,21
"G0800630","2010","Colorado","08","Kit Carson County","063","Kit Carson County",7316,225,59,557,113
"G0800650","2010","Colorado","08","Lake County","065","Lake County",5898,27,97,1025,263
"G0800670","2010","Colorado","08","La Plata County","067","La Plata County",44546,204,2987,1997,1600
"G0800690","2010","Colorado","08","Larimer County","069","Larimer County",271267,2500,2206,15752,7905
"G0800710","2010","Colorado","08","Las Animas County","071","Las Animas County",12967,218,375,1416,531
"G0800730","2010","Colorado","08","Lincoln County","073","Lincoln County",4868,290,51,154,104
"G0800750","2010","Colorado","08","Logan County","075","Logan County",20213,900,263,987,346
"G0800770","2010","Colorado","08","Mesa County","077","Mesa County",131181,935,1554,9160,3893
"G0800790","2010","Colorado","08","Mineral County","079","Mineral County",693,2,4,3,10
"G0800810","2010","Colorado","08","Moffat County","081","Moffat County",12422,42,122,903,306
"G0800830","2010","Colorado","08","Montezuma County","083","Montezuma County",20704,58,3128,970,675
"G0800850","2010","Colorado","08","Montrose County","085","Montrose County",35804,162,446,3864,1000
"G0800870","2010","Colorado","08","Morgan County","087","Morgan County",22360,808,237,4090,664
"G0800890","2010","Colorado","08","Otero County","089","Otero County",14788,143,338,2844,718
"G0800910","2010","Colorado","08","Ouray County","091","Ouray County",4277,7,17,75,60
"G0800930","2010","Colorado","08","Park County","093","Park County",15352,69,152,250,383
"G0800950","2010","Colorado","08","Phillips County","095","Phillips County",3961,18,20,383,60
"G0800970","2010","Colorado","08","Pitkin County","097","Pitkin County",16028,93,45,741,241
"G0800990","2010","Colorado","08","Prowers County","099","Prowers County",10165,64,112,1888,322
"G0801010","2010","Colorado","08","Pueblo County","101","Pueblo County",126229,3222,3055,20703,5854
"G0801030","2010","Colorado","08","Rio Blanco County","103","Rio Blanco County",6123,50,59,282,152
"G0801050","2010","Colorado","08","Rio Grande County","105","Rio Grande County",9379,43,220,1952,388
"G0801070","2010","Colorado","08","Routt County","107","Routt County",22279,99,109,655,367
"G0801090","2010","Colorado","08","Saguache County","109","Saguache County",5024,14,114,784,172
"G0801110","2010","Colorado","08","San Juan County","111","San Juan County",647,0,2,34,16
"G0801130","2010","Colorado","08","San Miguel County","113","San Miguel County",6837,29,57,306,130
"G0801150","2010","Colorado","08","Sedgwick County","115","Sedgwick County",2194,8,10,128,39
"G0801170","2010","Colorado","08","Summit County","117","Summit County",25103,230,87,2139,435
"G0801190","2010","Colorado","08","Teller County","119","Teller County",22008,110,212,442,578
"G0801210","2010","Colorado","08","Washington County","121","Washington County",4588,30,7,116,73
"G0801230","2010","Colorado","08","Weld County","123","Weld County",209594,2473,2817,30509,7432
"G0801250","2010","Colorado","08","Yuma County","125","Yuma County",8861,18,50,1006,108
"G0900010","2010","Connecticut","09","Fairfield County","001","Fairfield County",685900,99317,2384,105200,24028
"G0900030","2010","Connecticut","09","Hartford County","003","Hartford County",647237,119191,2387,101305,23894
"G0900050","2010","Connecticut","09","Litchfield County","005","Litchfield County",178268,2558,404,5661,3036
"G0900070","2010","Connecticut","09","Middlesex County","007","Middlesex County",147823,7727,253,6459,3414
"G0900090","2010","Connecticut","09","New Haven County","009","New Haven County",644744,109850,2497,82578,22808
"G0900110","2010","Connecticut","09","New London County","011","New London County",225213,16025,2505,20285,10027
"G0900130","2010","Connecticut","09","Tolland County","013","Tolland County",137125,5011,264,7537,2754
"G0900150","2010","Connecticut","09","Windham County","015","Windham County",106100,2617,562,6434,2715
