GISJOIN,YEAR,STATE,STATEA,PLACE,PLACEA,NAME,B18AA1970,B18AB1970,B18AC1970,B18AD1970,B18AE1970
"G0100685","1970","Alabama","01","Gadsden","0685","Gadsden",42772,11088,16,52,
"G0100705","1970","Alabama","01","Gardendale","0705","Gardendale",6500,2,0,0,
"G0100720","1970","Alabama","01","Geneva","0720","Geneva",3814,581,2,1,
"G0100725","1970","Alabama","01","Georgiana","0725","Georgiana",1207,939,0,2,
"G0100745","1970","Alabama","01","Glencoe","0745","Glencoe",2813,87,0,1,
"G0100755","1970","Alabama","01","Goodwater","0755","Goodwater",1007,1165,0,0,
"G0100760","1970","Alabama","01","Gordo","0760","Gordo",1348,643,0,0,
"G0100780","1970","Alabama","01","Graysville","0780","Graysville",2072,1105,0,5,
"G0100785","1970","Alabama","01","Greensboro","0785","Greensboro",1276,2094,1,0,
"G0100790","1970","Alabama","01","Greenville","0790","Greenville",4795,3235,0,3,
"G0100800","1970","Alabama","01","Grove Hill","0800","Grove Hill",1299,526,0,0,
"G0100805","1970","Alabama","01","Guin","0805","Guin",2006,212,2,0,
"G0100815","1970","Alabama","01","Guntersville","0815","Guntersville",5755,711,6,19,
"G0100830","1970","Alabama","01","Haleyville","0830","Haleyville",4084,49,0,1,
"G0100835","1970","Alabama","01","Hamilton","0835","Hamilton",3036,47,0,5,
"G0100845","1970","Alabama","01","Hanceville","0845","Hanceville",2021,3,0,3,
"G0100855","1970","Alabama","01","Hartford","0855","Hartford",2159,487,2,0,
"G0100860","1970","Alabama","01","Hartselle","0860","Hartselle",6808,543,2,2,
"G0100870","1970","Alabama","01","Headland","0870","Headland",1531,1013,0,1,
"G0100880","1970","Alabama","01","Heflin","0880","Heflin",2494,376,0,2,
"G0100885","1970","Alabama","01","Helena","0885","Helena",842,266,0,2,
"G0100895","1970","Alabama","01","Hobson City","0895","Hobson City",0,1123,1,0,
"G0100905","1970","Alabama","01","Hokes Bluff","0905","Hokes Bluff",2131,0,1,1,
"G0100925","1970","Alabama","01","Homewood","0925","Homewood",19685,1492,1,67,
"G0100927","1970","Alabama","01","Hoover","0927","Hoover",1383,2,0,8,
"G0100930","1970","Alabama","01","Hueytown","0930","Hueytown",7031,60,3,1,
"G0100935","1970","Alabama","01","Huntsville","0935","Huntsville",120519,16716,77,490,
"G0100945","1970","Alabama","01","Irondale","0945","Irondale",2570,587,5,4,
"G0100950","1970","Alabama","01","Jackson","0950","Jackson",3960,1991,4,2,
"G0100955","1970","Alabama","01","Jacksonville","0955","Jacksonville",7192,498,5,20,
"G0100960","1970","Alabama","01","Jasper","0960","Jasper",8959,1825,4,10,
"G0100965","1970","Alabama","01","Jemison","0965","Jemison",1167,254,2,0,
"G0101000","1970","Alabama","01","Lafayette","1000","Lafayette",1672,1858,0,0,
"G0101005","1970","Alabama","01","Lanett","1005","Lanett",5037,1864,2,5,
"G0101010","1970","Alabama","01","Langdale (U)","1010","Langdale (U)",2232,2,1,0,
"G0101015","1970","Alabama","01","Leeds","1015","Leeds",5396,1588,5,2,
"G0101020","1970","Alabama","01","Leighton","1020","Leighton",624,607,0,0,
"G0101030","1970","Alabama","01","Lincoln","1030","Lincoln",719,408,0,0,
"G0101035","1970","Alabama","01","Linden","1035","Linden",1748,948,0,1,
"G0101040","1970","Alabama","01","Lineville","1040","Lineville",1349,635,0,0,
"G0101045","1970","Alabama","01","Lipscomb","1045","Lipscomb",2453,768,4,0,
"G0101052","1970","Alabama","01","Little Shawmut (U)","1052","Little Shawmut (U)",891,1791,0,0,
"G0101060","1970","Alabama","01","Livingston","1060","Livingston",1921,435,0,2,
"G0101080","1970","Alabama","01","Luverne","1080","Luverne",1806,632,1,1,
"G0101095","1970","Alabama","01","Madison","1095","Madison",2419,663,1,3,
"G0101120","1970","Alabama","01","Marion","1120","Marion",2496,1782,4,7,
"G0101135","1970","Alabama","01","Midfield","1135","Midfield",6281,113,3,2,
"G0101140","1970","Alabama","01","Midland City","1140","Midland City",945,227,0,0,
"G0101150","1970","Alabama","01","Mignon (U)","1150","Mignon (U)",1612,111,0,3,
"G0101155","1970","Alabama","01","Millport","1155","Millport",740,329,0,1,
"G0101165","1970","Alabama","01","Mobile","1165","Mobile",122237,67356,145,288,
"G0101170","1970","Alabama","01","Monroeville","1170","Monroeville",3492,1342,8,4,
"G0101175","1970","Alabama","01","Montevallo","1175","Montevallo",3139,573,0,7,
"G0101180","1970","Alabama","01","Montgomery","1180","Montgomery",88608,44523,64,191,
"G0101195","1970","Alabama","01","Moulton","1195","Moulton",2004,466,0,0,
"G0101205","1970","Alabama","01","Mountain Brook","1205","Mountain Brook",19366,96,1,11,
"G0101215","1970","Alabama","01","Mount Vernon","1215","Mount Vernon",708,371,0,0,
"G0101225","1970","Alabama","01","Muscle Shoals","1225","Muscle Shoals",6631,268,0,8,
"G0101245","1970","Alabama","01","New Brockton","1245","New Brockton",952,418,4,0,
"G0101250","1970","Alabama","01","New Hope","1250","New Hope",1300,0,0,0,
"G0101255","1970","Alabama","01","Newton","1255","Newton",1639,223,0,3,
"G0101275","1970","Alabama","01","Northport","1275","Northport",6645,2780,1,9,
"G0101305","1970","Alabama","01","Oneonta","1305","Oneonta",3961,424,5,0,
"G0101310","1970","Alabama","01","Opelika","1310","Opelika",13067,5955,2,3,
"G0101315","1970","Alabama","01","Opp","1315","Opp",5766,720,0,7,
"G0101325","1970","Alabama","01","Oxford","1325","Oxford",4191,168,0,2,
"G0101330","1970","Alabama","01","Ozark","1330","Ozark",10677,2795,16,67,
"G0101345","1970","Alabama","01","Parrish","1345","Parrish",1221,516,0,5,
"G0101350","1970","Alabama","01","Pell City","1350","Pell City",4023,1358,0,0,
"G0101365","1970","Alabama","01","Phenix City","1365","Phenix City",15863,9394,8,16,
"G0101370","1970","Alabama","01","Phil Campbell","1370","Phil Campbell",1230,0,0,0,
"G0101375","1970","Alabama","01","Piedmont","1375","Piedmont",4600,460,0,3,
"G0101405","1970","Alabama","01","Pleasant Grove","1405","Pleasant Grove",4978,105,5,2,
"G0101415","1970","Alabama","01","Prattville","1415","Prattville",10901,2181,3,31,
"G0101420","1970","Alabama","01","Prichard","1420","Prichard",20477,21005,63,33,
"G0101425","1970","Alabama","01","Ragland","1425","Ragland",937,302,0,0,
"G0101430","1970","Alabama","01","Rainbow City","1430","Rainbow City",3100,7,0,0,
"G0101435","1970","Alabama","01","Rainsville","1435","Rainsville",2099,0,0,0,
"G0101450","1970","Alabama","01","Red Bay","1450","Red Bay",2461,2,0,1,
"G0101465","1970","Alabama","01","Reform","1465","Reform",1260,633,0,0,
"G0101485","1970","Alabama","01","River View (U)","1485","River View (U)",863,246,0,0,
"G0101490","1970","Alabama","01","Roanoke","1490","Roanoke",3679,1571,1,0,
"G0101495","1970","Alabama","01","Robertsdale","1495","Robertsdale",2056,17,4,1,
"G0101507","1970","Alabama","01","Roosevelt","1507","Roosevelt",67,3594,1,1,
"G0101510","1970","Alabama","01","Russellville","1510","Russellville",6905,908,0,1,
"G0101520","1970","Alabama","01","Samson","1520","Samson",1820,435,2,0,
"G0101530","1970","Alabama","01","Saraland","1530","Saraland",7418,412,6,4,
"G0101535","1970","Alabama","01","Satsuma","1535","Satsuma",1827,208,0,0,
"G0101540","1970","Alabama","01","Scottsboro","1540","Scottsboro",8579,736,3,6,
"G0101555","1970","Alabama","01","Selma","1555","Selma",13731,13606,11,31,
"G0101557","1970","Alabama","01","Selmont-West Selmont (U)","1557","Selmont-West Selmont (U)",1716,551,1,2,
"G0101560","1970","Alabama","01","Shawmut (U)","1560","Shawmut (U)",2178,0,1,2,
"G0101565","1970","Alabama","01","Sheffield","1565","Sheffield",10565,2526,16,8,
"G0101585","1970","Alabama","01","Slocomb","1585","Slocomb",1544,330,8,1,
"G0101602","1970","Alabama","01","Spanish Fort (U)","1602","Spanish Fort (U)",2261,99,3,1,
"G0101610","1970","Alabama","01","Springville","1610","Springville",933,218,0,2,
"G0101620","1970","Alabama","01","Stevenson","1620","Stevenson",1927,456,7,0,
"G0101625","1970","Alabama","01","Sulligent","1625","Sulligent",1373,386,0,3,
"G0101630","1970","Alabama","01","Sumiton","1630","Sumiton",2244,128,1,1,
"G0101645","1970","Alabama","01","Sylacauga","1645","Sylacauga",9398,2847,2,8,
"G0101655","1970","Alabama","01","Talladega","1655","Talladega",11883,5733,17,29,
"G0101665","1970","Alabama","01","Tallassee","1665","Tallassee",4282,520,1,6,
"G0101670","1970","Alabama","01","Tarrant City","1670","Tarrant City",6392,438,2,3,
"G0101680","1970","Alabama","01","Thomasville","1680","Thomasville",2187,1579,1,2,
"G0101690","1970","Alabama","01","Town Creek","1690","Town Creek",983,217,0,3,
"G0101710","1970","Alabama","01","Troy","1710","Troy",8015,3443,3,21,
"G0101715","1970","Alabama","01","Trussville","1715","Trussville",2982,1,0,2,
"G0101720","1970","Alabama","01","Tuscaloosa","1720","Tuscaloosa",48314,17345,17,97,
"G0101725","1970","Alabama","01","Tuscumbia","1725","Tuscumbia",6836,1987,1,4,
"G0101730","1970","Alabama","01","Tuskegee","1730","Tuskegee",1302,9599,7,120,
"G0101735","1970","Alabama","01","Union Springs","1735","Union Springs",1771,2553,0,0,
"G0101740","1970","Alabama","01","Uniontown","1740","Uniontown",883,1249,1,0,
"G0101750","1970","Alabama","01","Vernon","1750","Vernon",2024,164,0,2,
"G0101755","1970","Alabama","01","Vestavia Hills","1755","Vestavia Hills",8298,3,1,9,
"G0101765","1970","Alabama","01","Vincent","1765","Vincent",1022,396,0,1,
"G0101785","1970","Alabama","01","Warrior","1785","Warrior",1935,683,3,0,
"G0101800","1970","Alabama","01","Weaver","1800","Weaver",2074,12,2,3,
"G0101815","1970","Alabama","01","West Blocton","1815","West Blocton",839,332,0,1,
"G0101822","1970","Alabama","01","West End-Cobb Town (U)","1822","West End-Cobb Town (U)",4359,1144,9,3,
"G0101825","1970","Alabama","01","Wetumpka","1825","Wetumpka",2901,885,0,0,
"G0101840","1970","Alabama","01","Winfield","1840","Winfield",3176,116,0,0,
"G0101850","1970","Alabama","01","York","1850","York",1369,1672,1,2,
"G0200010","1970","Alaska","02","Adak Station (U)","0010","Adak Station (U)",2127,40,5,77,
"G0200140","1970","Alaska","02","Anchorage","0140","Anchorage",41899,2810,880,2440,
"G0200245","1970","Alaska","02","Aurora-Johnston (U)","0245","Aurora-Johnston (U)",1368,4,67,25,
"G0200250","1970","Alaska","02","Barrow","0250","Barrow",191,4,8,1901,
"G0200310","1970","Alaska","02","Bethel","0310","Bethel",525,12,63,1816,
"G0200370","1970","Alaska","02","Birchwood (U)","0370","Birchwood (U)",1080,18,60,61,
"G0200790","1970","Alaska","02","College (U)","0790","College (U)",3167,26,67,174,
"G0200820","1970","Alaska","02","Cordova","0820","Cordova",968,2,23,171,
"G0200920","1970","Alaska","02","Douglas","0920","Douglas",1130,7,79,27,
"G0200940","1970","Alaska","02","Eagle River (U)","0940","Eagle River (U)",2345,9,28,55,
"G0200975","1970","Alaska","02","Eielson (U)","0975","Eielson (U)",5512,552,25,60,
"G0201025","1970","Alaska","02","Elmendorf (U)","1025","Elmendorf (U)",5464,472,17,65,
"G0201080","1970","Alaska","02","Fairbanks","1080","Fairbanks",12987,755,536,493,
"G0201112","1970","Alaska","02","Fort Greely (U)","1112","Fort Greely (U)",1586,179,11,44,
"G0201115","1970","Alaska","02","Fort Richardson (U)","1115","Fort Richardson (U)",7544,1160,42,214,
"G0201117","1970","Alaska","02","Fort Wainwright (U)","1117","Fort Wainwright (U)",7721,1107,59,210,
"G0201370","1970","Alaska","02","Homer","1370","Homer",1021,2,9,51,
"G0201510","1970","Alaska","02","Juneau","1510","Juneau",4432,87,1116,415,
"G0201630","1970","Alaska","02","Kenai","1630","Kenai",3317,25,94,97,
"G0201650","1970","Alaska","02","Ketchikan","1650","Ketchikan",5720,40,1009,225,
"G0201750","1970","Alaska","02","Kodiak","1750","Kodiak",3094,44,53,607,
"G0201755","1970","Alaska","02","Kodiak Station (U)","1755","Kodiak Station (U)",2770,105,11,166,
"G0201800","1970","Alaska","02","Kotzebue","1800","Kotzebue",344,0,5,1347,
"G0201870","1970","Alaska","02","Lemeta (U)","1870","Lemeta (U)",1219,24,35,40,
"G0201880","1970","Alaska","02","Lemon Creek (U)","1880","Lemon Creek (U)",956,4,54,28,
"G0201960","1970","Alaska","02","Lower Mendenhall Valley (U)","1960","Lower Mendenhall Valley (U)",1078,0,27,4,
"G0202100","1970","Alaska","02","Metlakatla (U)","2100","Metlakatla (U)",188,0,797,65,
"G0202370","1970","Alaska","02","Nome","2370","Nome",920,14,18,1536,
"G0202510","1970","Alaska","02","Palmer","2510","Palmer",1093,0,12,35,
"G0202585","1970","Alaska","02","Petersburg","2585","Petersburg",1741,2,226,73,
"G0202890","1970","Alaska","02","Sand Lake (U)","2890","Sand Lake (U)",4002,14,50,102,
"G0202960","1970","Alaska","02","Seward","2960","Seward",1366,3,45,173,
"G0203000","1970","Alaska","02","Shemya Station (U)","3000","Shemya Station (U)",1015,106,2,8,
"G0203040","1970","Alaska","02","Sitka","3040","Sitka",2503,22,676,169,
"G0203070","1970","Alaska","02","Soldotna","3070","Soldotna",1186,0,5,11,
"G0203110","1970","Alaska","02","Spenard (U)","3110","Spenard (U)",16975,65,282,767,
"G0203450","1970","Alaska","02","Upper Mendenhall Valley (U)","3450","Upper Mendenhall Valley (U)",1714,1,70,30,
"G0203470","1970","Alaska","02","Valdez","3470","Valdez",848,0,35,122,
"G0203590","1970","Alaska","02","Wrangell","3590","Wrangell",1592,2,351,84,
"G0400005","1970","Arizona","04","Ajo (U)","0005","Ajo (U)",5311,13,527,30,
"G0400007","1970","Arizona","04","Apache Junction (U)","0007","Apache Junction (U)",2388,1,1,0,
"G0400010","1970","Arizona","04","Avondale","0010","Avondale",5504,676,21,103,
"G0400015","1970","Arizona","04","Bagdad (U)","0015","Bagdad (U)",2067,2,6,4,
"G0400020","1970","Arizona","04","Benson","0020","Benson",2831,2,4,2,
"G0400025","1970","Arizona","04","Bisbee","0025","Bisbee",8182,84,7,55,
"G0400030","1970","Arizona","04","Buckeye","0030","Buckeye",2456,112,16,15,
"G0400032","1970","Arizona","04","Bylas (U)","0032","Bylas (U)",27,0,1094,4,
"G0400035","1970","Arizona","04","Casa Grande","0035","Casa Grande",9593,701,151,91,
"G0400042","1970","Arizona","04","Cashion (U)","0042","Cashion (U)",2666,10,11,18,
"G0400045","1970","Arizona","04","Central Heights (U)","0045","Central Heights (U)",2237,0,49,3,
"G0400050","1970","Arizona","04","Chandler","0050","Chandler",13060,456,161,86,
"G0400060","1970","Arizona","04","Claypool (U)","0060","Claypool (U)",2187,5,36,17,
"G0400065","1970","Arizona","04","Clifton","0065","Clifton",4959,24,51,53,
"G0400070","1970","Arizona","04","Coolidge","0070","Coolidge",4100,271,190,90,
"G0400073","1970","Arizona","04","Cottonwood","0073","Cottonwood",2751,12,45,7,
"G0400080","1970","Arizona","04","Douglas","0080","Douglas",12183,183,9,87,
"G0400090","1970","Arizona","04","Eagar","0090","Eagar",1257,0,15,7,
"G0400100","1970","Arizona","04","El Mirage","0100","El Mirage",2832,276,31,119,
"G0400105","1970","Arizona","04","Eloy","0105","Eloy",4361,663,112,245,
"G0400115","1970","Arizona","04","Flagstaff","0115","Flagstaff",23386,1026,1324,381,
"G0400120","1970","Arizona","04","Florence","0120","Florence",2061,90,19,3,
"G0400123","1970","Arizona","04","Fort Huachuca (U)","0123","Fort Huachuca (U)",5764,618,16,261,
"G0400129","1970","Arizona","04","Gila Bend","0129","Gila Bend",1540,115,104,36,
"G0400135","1970","Arizona","04","Gilbert","0135","Gilbert",1927,5,14,25,
"G0400140","1970","Arizona","04","Glendale","0140","Glendale",35514,141,109,464,
"G0400145","1970","Arizona","04","Globe","0145","Globe",7111,42,101,79,
"G0400150","1970","Arizona","04","Goodyear","0150","Goodyear",2091,40,0,9,
"G0400155","1970","Arizona","04","Grand Canyon (U)","0155","Grand Canyon (U)",820,0,174,17,
"G0400160","1970","Arizona","04","Hayden","0160","Hayden",1278,0,1,4,
"G0400165","1970","Arizona","04","Holbrook","0165","Holbrook",3950,236,532,41,
"G0400170","1970","Arizona","04","Huachuca","0170","Huachuca",1148,50,9,26,
"G0400180","1970","Arizona","04","Kearny","0180","Kearny",2510,25,5,289,
"G0400185","1970","Arizona","04","Kingman","0185","Kingman",7126,8,144,34,
"G0400190","1970","Arizona","04","Litchfield Park (U)","0190","Litchfield Park (U)",1653,0,5,6,
"G0400195","1970","Arizona","04","Luke (U)","0195","Luke (U)",4429,493,20,105,
"G0400205","1970","Arizona","04","Mammoth","0205","Mammoth",1945,0,4,4,
"G0400215","1970","Arizona","04","Mesa","0215","Mesa",61434,784,348,287,
"G0400220","1970","Arizona","04","Miami","0220","Miami",3346,18,15,15,
"G0400235","1970","Arizona","04","Nogales","0235","Nogales",8769,80,8,89,
"G0400240","1970","Arizona","04","Page (U)","0240","Page (U)",1275,6,148,10,
"G0400242","1970","Arizona","04","Paradise Valley","0242","Paradise Valley",7063,27,17,48,
"G0400245","1970","Arizona","04","Parker","0245","Parker",1697,101,122,28,
"G0400252","1970","Arizona","04","Payson (U)","0252","Payson (U)",1466,0,19,5,
"G0400255","1970","Arizona","04","Peoria","0255","Peoria",4654,17,39,82,
"G0400260","1970","Arizona","04","Phoenix","0260","Phoenix",542510,27896,5893,5263,
"G0400265","1970","Arizona","04","Pima","0265","Pima",1064,4,8,108,
"G0400275","1970","Arizona","04","Plantsite (U)","0275","Plantsite (U)",1042,0,19,16,
"G0400280","1970","Arizona","04","Prescott","0280","Prescott",12675,110,176,69,
"G0400290","1970","Arizona","04","Safford","0290","Safford",5124,81,43,85,
"G0400295","1970","Arizona","04","St Johns","0295","St Johns",1251,0,35,34,
"G0400297","1970","Arizona","04","San Carlos (U)","0297","San Carlos (U)",191,6,2320,25,
"G0400300","1970","Arizona","04","San Manuel (U)","0300","San Manuel (U)",4261,21,39,11,
"G0400305","1970","Arizona","04","Scottsdale","0305","Scottsdale",67119,123,249,332,
"G0400307","1970","Arizona","04","Sedona (U)","0307","Sedona (U)",2009,0,10,3,
"G0400310","1970","Arizona","04","Show Low","0310","Show Low",2127,7,147,4,
"G0400315","1970","Arizona","04","Sierra Vista","0315","Sierra Vista",6388,188,11,102,
"G0400320","1970","Arizona","04","Snowflake","0320","Snowflake",1707,0,123,3,
"G0400325","1970","Arizona","04","Somerton","0325","Somerton",2096,35,30,64,
"G0400340","1970","Arizona","04","South Tucson","0340","South Tucson",5315,129,597,179,
"G0400345","1970","Arizona","04","Springerville","0345","Springerville",1028,0,0,10,
"G0400350","1970","Arizona","04","Stargo (U)","0350","Stargo (U)",1176,0,14,4,
"G0400353","1970","Arizona","04","Sun City (U)","0353","Sun City (U)",13637,0,4,29,
"G0400355","1970","Arizona","04","Superior (U)","0355","Superior (U)",4788,14,79,94,
"G0400357","1970","Arizona","04","Surprise","0357","Surprise",2204,96,14,113,
"G0400360","1970","Arizona","04","Tempe","0360","Tempe",61514,460,304,629,
"G0400365","1970","Arizona","04","Thatcher","0365","Thatcher",2151,29,106,34,
"G0400370","1970","Arizona","04","Tolleson","0370","Tolleson",3741,13,69,58,
"G0400375","1970","Arizona","04","Tombstone","0375","Tombstone",1230,0,8,3,
"G0400380","1970","Arizona","04","Tucson","0380","Tucson",249299,9179,1926,2529,
"G0400385","1970","Arizona","04","West Yuma (U)","0385","West Yuma (U)",5439,71,16,26,
"G0400390","1970","Arizona","04","Wickenburg","0390","Wickenburg",2677,1,13,7,
"G0400395","1970","Arizona","04","Willcox","0395","Willcox",2509,50,4,5,
"G0400400","1970","Arizona","04","Williams","0400","Williams",2172,136,53,25,
"G0400401","1970","Arizona","04","Williams (U)","0401","Williams (U)",3079,282,5,77,
"G0400410","1970","Arizona","04","Winslow","0410","Winslow",6377,462,1113,114,
"G0400412","1970","Arizona","04","Youngtown","0412","Youngtown",1881,0,1,4,
"G0400415","1970","Arizona","04","Yuma","0415","Yuma",27303,1157,202,345,
"G0400425","1970","Arizona","04","Yuma Proving Ground (U)","0425","Yuma Proving Ground (U)",1194,108,4,43,
"G0400430","1970","Arizona","04","Yuma Station (U)","0430","Yuma Station (U)",3184,170,23,83,
"G0500025","1970","Arkansas","05","Alma","0025","Alma",1527,82,3,1,
"G0500040","1970","Arkansas","05","Altheimer","0040","Altheimer",424,605,0,8,
"G0500065","1970","Arkansas","05","Arkadelphia","0065","Arkadelphia",8021,1805,6,9,
"G0500075","1970","Arkansas","05","Ashdown","0075","Ashdown",2460,1054,8,0,
"G0500090","1970","Arkansas","05","Atkins","0090","Atkins",1988,27,0,0,
"G0500095","1970","Arkansas","05","Augusta","0095","Augusta",1840,928,0,9,
"G0500105","1970","Arkansas","05","Bald Knob","0105","Bald Knob",1958,134,1,1,
