GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,B18AA1970,B18AB1970,B18AC1970,B18AD1970,B18AE1970
"G0201600","1970","Alaska","02","Kuskokwim","160","Kuskokwim",584,35,745,942,
"G0201700","1970","Alaska","02","Matanuska-Susitna","170","Matanuska-Susitna",6189,12,138,170,
"G0201800","1970","Alaska","02","Nome","180","Nome",1205,27,19,4498,
"G0201900","1970","Alaska","02","Outer Ketchikan","190","Outer Ketchikan",757,5,820,94,
"G0202000","1970","Alaska","02","Prince Of Wales","200","Prince Of Wales",1497,6,567,36,
"G0202100","1970","Alaska","02","Seward","210","Seward",2067,4,56,209,
"G0202200","1970","Alaska","02","Sitka","220","Sitka",4611,36,1169,293,
"G0202300","1970","Alaska","02","Skagway-Yakutat","230","Skagway-Yakutat",1338,0,752,67,
"G0202400","1970","Alaska","02","Southeast-Fairbanks","240","Southeast Fairbanks",3418,208,479,74,
"G0202500","1970","Alaska","02","Upper Yukon","250","Upper Yukon",588,13,907,176,
"G0202600","1970","Alaska","02","Valdez-Chitina-Whittier","260","Valdez-Chitina-Whittier",2378,9,413,298,
"G0202700","1970","Alaska","02","Wade Hampton","270","Wade Hampton",231,12,17,3657,
"G0202800","1970","Alaska","02","Wrangell-Petersburg","280","Wrangell-Petersburg",3759,4,975,175,
"G0202900","1970","Alaska","02","Yukon-Koyukuk","290","Yukon-Koyukuk",2450,83,2013,206,
"G0400010","1970","Arizona","04","Apache","001","Apache",7734,416,23994,154,
"G0400030","1970","Arizona","04","Cochise","003","Cochise",59250,1813,152,695,
"G0400050","1970","Arizona","04","Coconino","005","Coconino",34512,1281,11996,537,
"G0400070","1970","Arizona","04","Gila","007","Gila",24409,73,4591,182,
"G0400090","1970","Arizona","04","Graham","009","Graham",14124,372,1682,400,
"G0400110","1970","Arizona","04","Greenlee","011","Greenlee",10099,24,124,83,
"G0400130","1970","Arizona","04","Maricopa","013","Maricopa",914464,32872,11159,9027,
"G0400150","1970","Arizona","04","Mohave","015","Mohave",24850,21,869,117,
"G0400170","1970","Arizona","04","Navajo","017","Navajo",23425,916,23023,351,
"G0400190","1970","Arizona","04","Pima","019","Pima",329278,10322,8837,3230,
"G0400210","1970","Arizona","04","Pinal","021","Pinal",57516,3008,6405,987,
"G0400230","1970","Arizona","04","Santa Cruz","023","Santa Cruz",13740,90,22,114,
"G0400250","1970","Arizona","04","Yavapai","025","Yavapai",35754,145,686,148,
"G0400270","1970","Arizona","04","Yuma","027","Yuma",55793,1991,2272,771,
"G0500010","1970","Arkansas","05","Arkansas","001","Arkansas",17995,5300,18,34,
"G0500030","1970","Arkansas","05","Ashley","003","Ashley",17413,7551,6,6,
"G0500050","1970","Arkansas","05","Baxter","005","Baxter",15254,4,44,17,
"G0500070","1970","Arkansas","05","Benton","007","Benton",50126,25,268,57,
"G0500090","1970","Arkansas","05","Boone","009","Boone",19051,2,15,5,
"G0500110","1970","Arkansas","05","Bradley","011","Bradley",8728,4041,6,3,
"G0500130","1970","Arkansas","05","Calhoun","013","Calhoun",3770,1795,0,8,
"G0500150","1970","Arkansas","05","Carroll","015","Carroll",12275,2,9,15,
"G0500170","1970","Arkansas","05","Chicot","017","Chicot",8245,9805,14,100,
"G0500190","1970","Arkansas","05","Clark","019","Clark",16685,4821,17,14,
"G0500210","1970","Arkansas","05","Clay","021","Clay",18742,4,9,16,
"G0500230","1970","Arkansas","05","Cleburne","023","Cleburne",10335,1,3,10,
"G0500250","1970","Arkansas","05","Cleveland","025","Cleveland",5293,1298,1,13,
"G0500270","1970","Arkansas","05","Columbia","027","Columbia",16806,9113,17,16,
"G0500290","1970","Arkansas","05","Conway","029","Conway",13920,2865,10,10,
"G0500310","1970","Arkansas","05","Craighead","031","Craighead",50328,1641,48,51,
"G0500330","1970","Arkansas","05","Crawford","033","Crawford",25108,490,56,23,
"G0500350","1970","Arkansas","05","Crittenden","035","Crittenden",25245,22754,33,74,
"G0500370","1970","Arkansas","05","Cross","037","Cross",14243,5504,5,31,
"G0500390","1970","Arkansas","05","Dallas","039","Dallas",6157,3847,10,8,
"G0500410","1970","Arkansas","05","Desha","041","Desha",10531,8204,6,20,
"G0500430","1970","Arkansas","05","Drew","043","Drew",10563,4563,7,24,
"G0500450","1970","Arkansas","05","Faulkner","045","Faulkner",28696,2835,8,33,
"G0500470","1970","Arkansas","05","Franklin","047","Franklin",11100,161,7,33,
"G0500490","1970","Arkansas","05","Fulton","049","Fulton",7689,0,3,7,
"G0500510","1970","Arkansas","05","Garland","051","Garland",48896,5128,59,48,
"G0500530","1970","Arkansas","05","Grant","053","Grant",9284,417,3,7,
"G0500550","1970","Arkansas","05","Greene","055","Greene",24715,15,14,21,
"G0500570","1970","Arkansas","05","Hempstead","057","Hempstead",12920,6335,5,48,
"G0500590","1970","Arkansas","05","Hot Spring","059","Hot Spring",19196,2719,20,28,
"G0500610","1970","Arkansas","05","Howard","061","Howard",9077,2319,3,13,
"G0500630","1970","Arkansas","05","Independence","063","Independence",22189,507,16,11,
"G0500650","1970","Arkansas","05","Izard","065","Izard",7361,12,1,7,
"G0500670","1970","Arkansas","05","Jackson","067","Jackson",17392,3032,9,19,
"G0500690","1970","Arkansas","05","Jefferson","069","Jefferson",50527,34593,25,184,
"G0500710","1970","Arkansas","05","Johnson","071","Johnson",13341,239,12,38,
"G0500730","1970","Arkansas","05","Lafayette","073","Lafayette",5664,4338,12,4,
"G0500750","1970","Arkansas","05","Lawrence","075","Lawrence",16155,148,4,13,
"G0500770","1970","Arkansas","05","Lee","077","Lee",7931,10868,19,66,
"G0500790","1970","Arkansas","05","Lincoln","079","Lincoln",7485,5424,0,4,
"G0500810","1970","Arkansas","05","Little River","081","Little River",8117,3056,18,3,
"G0500830","1970","Arkansas","05","Logan","083","Logan",16471,279,14,25,
"G0500850","1970","Arkansas","05","Lonoke","085","Lonoke",21432,4794,13,10,
"G0500870","1970","Arkansas","05","Madison","087","Madison",9437,1,13,2,
"G0500890","1970","Arkansas","05","Marion","089","Marion",6978,2,10,10,
"G0500910","1970","Arkansas","05","Miller","091","Miller",25726,7598,30,31,
"G0500930","1970","Arkansas","05","Mississippi","093","Mississippi",45329,16527,35,169,
"G0500950","1970","Arkansas","05","Monroe","095","Monroe",8765,6855,16,21,
"G0500970","1970","Arkansas","05","Montgomery","097","Montgomery",5806,8,2,5,
"G0500990","1970","Arkansas","05","Nevada","099","Nevada",6823,3278,6,4,
"G0501010","1970","Arkansas","05","Newton","101","Newton",5834,1,6,3,
"G0501030","1970","Arkansas","05","Ouachita","103","Ouachita",19742,11109,7,38,
"G0501050","1970","Arkansas","05","Perry","105","Perry",5473,156,1,4,
"G0501070","1970","Arkansas","05","Phillips","107","Phillips",18247,21639,26,134,
"G0501090","1970","Arkansas","05","Pike","109","Pike",8313,384,5,9,
"G0501110","1970","Arkansas","05","Poinsett","111","Poinsett",24475,2305,20,22,
"G0501130","1970","Arkansas","05","Polk","113","Polk",13258,1,27,11,
"G0501150","1970","Arkansas","05","Pope","115","Pope",27896,671,25,15,
"G0501170","1970","Arkansas","05","Prairie","117","Prairie",8554,1680,4,11,
"G0501190","1970","Arkansas","05","Pulaski","119","Pulaski",228006,58402,245,536,
"G0501210","1970","Arkansas","05","Randolph","121","Randolph",12469,139,20,17,
"G0501230","1970","Arkansas","05","St Francis","123","St Francis",16081,14558,15,145,
"G0501250","1970","Arkansas","05","Saline","125","Saline",34692,1368,31,16,
"G0501270","1970","Arkansas","05","Scott","127","Scott",8194,0,8,5,
"G0501290","1970","Arkansas","05","Searcy","129","Searcy",7714,0,13,4,
"G0501310","1970","Arkansas","05","Sebastian","131","Sebastian",74405,4379,313,140,
"G0501330","1970","Arkansas","05","Sevier","133","Sevier",10467,761,30,14,
"G0501350","1970","Arkansas","05","Sharp","135","Sharp",8184,20,7,22,
"G0501370","1970","Arkansas","05","Stone","137","Stone",6832,1,2,3,
"G0501390","1970","Arkansas","05","Union","139","Union",31990,13369,30,39,
"G0501410","1970","Arkansas","05","Van Buren","141","Van Buren",8221,47,3,4,
"G0501430","1970","Arkansas","05","Washington","143","Washington",76367,619,155,229,
"G0501450","1970","Arkansas","05","White","145","White",37906,1276,23,48,
"G0501470","1970","Arkansas","05","Woodruff","147","Woodruff",7491,4055,5,15,
"G0501490","1970","Arkansas","05","Yell","149","Yell",13789,387,14,18,
"G0600010","1970","California","06","Alameda","001","Alameda",855978,161282,5688,50236,
"G0600030","1970","California","06","Alpine","003","Alpine",367,1,97,19,
"G0600050","1970","California","06","Amador","005","Amador",11281,325,160,55,
"G0600070","1970","California","06","Butte","007","Butte",98222,1595,890,1262,
"G0600090","1970","California","06","Calaveras","009","Calaveras",12952,139,171,323,
"G0600110","1970","California","06","Colusa","011","Colusa",11770,86,132,442,
"G0600130","1970","California","06","Contra Costa","013","Contra Costa",502411,41620,1701,12657,
"G0600150","1970","California","06","Del Norte","015","Del Norte",13712,34,727,107,
"G0600170","1970","California","06","El Dorado","017","El Dorado",43205,60,230,338,
"G0600190","1970","California","06","Fresno","019","Fresno",372595,20370,2144,17944,
"G0600210","1970","California","06","Glenn","021","Glenn",17135,61,188,137,
"G0600230","1970","California","06","Humboldt","023","Humboldt",95324,461,3055,852,
"G0600250","1970","California","06","Imperial","025","Imperial",68806,2586,889,2211,
"G0600270","1970","California","06","Inyo","027","Inyo",14272,24,1170,105,
"G0600290","1970","California","06","Kern","029","Kern",300315,18637,2039,8171,
"G0600310","1970","California","06","Kings","031","Kings",58905,3353,357,1995,
"G0600330","1970","California","06","Lake","033","Lake",18944,42,323,239,
"G0600350","1970","California","06","Lassen","035","Lassen",14172,334,349,105,
"G0600370","1970","California","06","Los Angeles","037","Los Angeles",6006499,762844,24509,238223,
"G0600390","1970","California","06","Madera","039","Madera",37690,1973,748,1108,
"G0600410","1970","California","06","Marin","041","Marin",197542,5042,382,3072,
"G0600430","1970","California","06","Mariposa","043","Mariposa",5756,30,201,28,
"G0600450","1970","California","06","Mendocino","045","Mendocino",48961,291,1433,416,
"G0600470","1970","California","06","Merced","047","Merced",96454,5497,356,2322,
"G0600490","1970","California","06","Modoc","049","Modoc",7200,20,173,76,
"G0600510","1970","California","06","Mono","051","Mono",3809,0,190,17,
"G0600530","1970","California","06","Monterey","053","Monterey",220298,12148,1139,16486,
"G0600550","1970","California","06","Napa","055","Napa",76950,516,215,1459,
"G0600570","1970","California","06","Nevada","057","Nevada",26063,37,112,134,
"G0600590","1970","California","06","Orange","059","Orange",1381742,10179,3920,24545,
"G0600610","1970","California","06","Placer","061","Placer",75094,348,413,1451,
"G0600630","1970","California","06","Plumas","063","Plumas",11131,200,305,71,
"G0600650","1970","California","06","Riverside","065","Riverside",427525,21224,2922,7403,
"G0600670","1970","California","06","Sacramento","067","Sacramento",566332,36418,2670,26078,
"G0600690","1970","California","06","San Benito","069","San Benito",17553,63,54,556,
"G0600710","1970","California","06","San Bernardino","071","San Bernardino",641481,29250,3456,9885,
"G0600730","1970","California","06","San Diego","073","San Diego",1251801,62028,5880,38145,
"G0600750","1970","California","06","San Francisco","075","San Francisco",511186,96078,2900,105510,
"G0600770","1970","California","06","San Joaquin","077","San Joaquin",255621,15783,1218,17586,
"G0600790","1970","California","06","San Luis Obispo","079","San Luis Obispo",99751,2285,517,3137,
"G0600810","1970","California","06","San Mateo","081","San Mateo",507685,26085,1340,21124,
"G0600830","1970","California","06","Santa Barbara","083","Santa Barbara",249558,6426,1008,7332,
"G0600850","1970","California","06","Santa Clara","085","Santa Clara",1003898,18090,4048,38678,
"G0600870","1970","California","06","Santa Cruz","087","Santa Cruz",118547,823,360,4060,
"G0600890","1970","California","06","Shasta","089","Shasta",75293,638,1321,388,
"G0600910","1970","California","06","Sierra","091","Sierra",2276,5,39,45,
"G0600930","1970","California","06","Siskiyou","093","Siskiyou",31320,701,968,236,
"G0600950","1970","California","06","Solano","095","Solano",144864,16656,1048,7373,
"G0600970","1970","California","06","Sonoma","097","Sonoma",197922,2108,1623,3232,
"G0600990","1970","California","06","Stanislaus","099","Stanislaus",189179,1938,686,2703,
"G0601010","1970","California","06","Sutter","101","Sutter",39796,196,209,1734,
"G0601030","1970","California","06","Tehama","103","Tehama",28877,99,306,235,
"G0601050","1970","California","06","Trinity","105","Trinity",7286,4,287,38,
"G0601070","1970","California","06","Tulare","107","Tulare",177444,3199,1368,6311,
"G0601090","1970","California","06","Tuolumne","109","Tuolumne",21247,257,548,117,
"G0601110","1970","California","06","Ventura","111","Ventura",361361,6354,1150,7565,
"G0601130","1970","California","06","Yolo","113","Yolo",86786,1145,476,3381,
"G0601150","1970","California","06","Yuba","115","Yuba",40888,2155,210,1483,
"G0800010","1970","Colorado","08","Adams","001","Adams",181468,1355,571,2395,
"G0800030","1970","Colorado","08","Alamosa","003","Alamosa",11237,61,25,99,
"G0800050","1970","Colorado","08","Arapahoe","005","Arapahoe",160040,729,447,926,
"G0800070","1970","Colorado","08","Archuleta","007","Archuleta",2693,15,13,12,
"G0800090","1970","Colorado","08","Baca","009","Baca",5599,9,44,22,
"G0800110","1970","Colorado","08","Bent","011","Bent",6401,27,13,52,
"G0800130","1970","Colorado","08","Boulder","013","Boulder",129817,664,231,1177,
"G0800150","1970","Colorado","08","Chaffee","015","Chaffee",9991,92,37,42,
"G0800170","1970","Colorado","08","Cheyenne","017","Cheyenne",2386,3,1,6,
"G0800190","1970","Colorado","08","Clear Creek","019","Clear Creek",4781,1,28,9,
"G0800210","1970","Colorado","08","Conejos","021","Conejos",7788,1,8,49,
"G0800230","1970","Colorado","08","Costilla","023","Costilla",3038,2,0,51,
"G0800250","1970","Colorado","08","Crowley","025","Crowley",3048,0,1,37,
"G0800270","1970","Colorado","08","Custer","027","Custer",1119,0,1,0,
"G0800290","1970","Colorado","08","Delta","029","Delta",15121,21,35,109,
"G0800310","1970","Colorado","08","Denver","031","Denver",458187,47011,2635,6845,
"G0800330","1970","Colorado","08","Dolores","033","Dolores",1473,0,155,13,
"G0800350","1970","Colorado","08","Douglas","035","Douglas",8339,24,29,15,
"G0800370","1970","Colorado","08","Eagle","037","Eagle",7462,5,3,28,
"G0800390","1970","Colorado","08","Elbert","039","Elbert",3876,4,12,11,
"G0800410","1970","Colorado","08","El Paso","041","El Paso",220771,12226,639,2336,
"G0800430","1970","Colorado","08","Fremont","043","Fremont",21541,260,63,78,
"G0800450","1970","Colorado","08","Garfield","045","Garfield",14753,11,15,42,
"G0800470","1970","Colorado","08","Gilpin","047","Gilpin",1263,3,3,3,
"G0800490","1970","Colorado","08","Grand","049","Grand",4075,3,11,18,
"G0800510","1970","Colorado","08","Gunnison","051","Gunnison",7490,24,15,49,
"G0800530","1970","Colorado","08","Hinsdale","053","Hinsdale",202,0,0,0,
"G0800550","1970","Colorado","08","Huerfano","055","Huerfano",6509,46,14,21,
"G0800570","1970","Colorado","08","Jackson","057","Jackson",1796,0,6,9,
"G0800590","1970","Colorado","08","Jefferson","059","Jefferson",231080,405,464,1082,
"G0800610","1970","Colorado","08","Kiowa","061","Kiowa",2015,7,1,6,
"G0800630","1970","Colorado","08","Kit Carson","063","Kit Carson",7516,0,12,2,
"G0800650","1970","Colorado","08","Lake","065","Lake",8163,30,33,56,
"G0800670","1970","Colorado","08","La Plata","067","La Plata",18156,27,915,101,
"G0800690","1970","Colorado","08","Larimer","069","Larimer",88661,280,149,810,
"G0800710","1970","Colorado","08","Las Animas","071","Las Animas",15554,96,22,72,
"G0800730","1970","Colorado","08","Lincoln","073","Lincoln",4807,2,1,26,
"G0800750","1970","Colorado","08","Logan","075","Logan",18686,32,31,103,
"G0800770","1970","Colorado","08","Mesa","077","Mesa",53841,197,126,210,
"G0800790","1970","Colorado","08","Mineral","079","Mineral",786,0,0,0,
"G0800810","1970","Colorado","08","Moffat","081","Moffat",6488,3,8,26,
"G0800830","1970","Colorado","08","Montezuma","083","Montezuma",11828,14,1054,56,
"G0800850","1970","Colorado","08","Montrose","085","Montrose",17952,15,288,111,
"G0800870","1970","Colorado","08","Morgan","087","Morgan",19927,21,46,111,
"G0800890","1970","Colorado","08","Otero","089","Otero",23101,148,27,247,
"G0800910","1970","Colorado","08","Ouray","091","Ouray",1542,0,2,2,
"G0800930","1970","Colorado","08","Park","093","Park",2164,5,8,8,
"G0800950","1970","Colorado","08","Phillips","095","Phillips",4118,9,0,4,
"G0800970","1970","Colorado","08","Pitkin","097","Pitkin",6107,43,2,33,
"G0800990","1970","Colorado","08","Prowers","099","Prowers",13085,42,19,112,
"G0801010","1970","Colorado","08","Pueblo","101","Pueblo",115324,2161,183,570,
"G0801030","1970","Colorado","08","Rio Blanco","103","Rio Blanco",4789,11,6,36,
"G0801050","1970","Colorado","08","Rio Grande","105","Rio Grande",10421,9,23,41,
"G0801070","1970","Colorado","08","Routt","107","Routt",6553,6,2,31,
"G0801090","1970","Colorado","08","Saguache","109","Saguache",3775,8,31,13,
"G0801110","1970","Colorado","08","San Juan","111","San Juan",827,0,0,4,
"G0801130","1970","Colorado","08","San Miguel","113","San Miguel",1816,1,132,0,
"G0801150","1970","Colorado","08","Sedgwick","115","Sedgwick",3322,13,1,69,
"G0801170","1970","Colorado","08","Summit","117","Summit",2651,1,3,10,
"G0801190","1970","Colorado","08","Teller","119","Teller",3295,0,12,9,
"G0801210","1970","Colorado","08","Washington","121","Washington",5515,2,12,21,
"G0801230","1970","Colorado","08","Weld","123","Weld",87725,225,163,1184,
"G0801250","1970","Colorado","08","Yuma","125","Yuma",8498,1,5,40,
"G0900010","1970","Connecticut","09","Fairfield","001","Fairfield",732304,56408,546,3556,
"G0900030","1970","Connecticut","09","Hartford","003","Hartford",758086,54645,518,3488,
"G0900050","1970","Connecticut","09","Litchfield","005","Litchfield",142649,1126,104,212,
"G0900070","1970","Connecticut","09","Middlesex","007","Middlesex",111102,3327,92,295,
"G0900090","1970","Connecticut","09","New Haven","009","New Haven",684743,56630,504,3071,
"G0900110","1970","Connecticut","09","New London","011","New London",221073,7390,308,1577,
"G0900130","1970","Connecticut","09","Tolland","013","Tolland",101786,1160,72,422,
"G0900150","1970","Connecticut","09","Windham","015","Windham",83715,491,78,231,
"G1000010","1970","Delaware","10","Kent","001","Kent",67857,12999,144,892,
"G1000030","1970","Delaware","10","New Castle","003","New Castle",335246,48869,201,1540,
"G1000050","1970","Delaware","10","Sussex","005","Sussex",63356,16408,311,281,
"G1200010","1970","Florida","12","Alachua","001","Alachua",82665,21563,48,488,
"G1200030","1970","Florida","12","Baker","003","Baker",7375,1850,3,14,
"G1200050","1970","Florida","12","Bay","005","Bay",65203,9644,102,334,
"G1200070","1970","Florida","12","Bradford","007","Bradford",11193,3412,8,12,
"G1200090","1970","Florida","12","Brevard","009","Brevard",208369,20689,155,793,
"G1200110","1970","Florida","12","Broward","011","Broward",540637,77444,664,1355,
"G1200130","1970","Florida","12","Calhoun","013","Calhoun",6489,1127,3,5,
"G1200150","1970","Florida","12","Charlotte","015","Charlotte",26733,733,19,74,
"G1200170","1970","Florida","12","Citrus","017","Citrus",17339,1832,17,8,
"G1200190","1970","Florida","12","Clay","019","Clay",29058,2882,28,91,
"G1200210","1970","Florida","12","Collier","021","Collier",34706,3178,66,90,
"G1200230","1970","Florida","12","Columbia","023","Columbia",18912,6312,7,19,
"G1200250","1970","Florida","12","Dade","025","Dade",1071662,189666,1085,5379,
"G1200270","1970","Florida","12","De Soto","027","De Soto",10389,2614,5,52,
"G1200290","1970","Florida","12","Dixie","029","Dixie",4527,926,4,23,
"G1200310","1970","Florida","12","Duval","031","Duval",407695,118158,457,2555,
"G1200330","1970","Florida","12","Escambia","033","Escambia",163014,40362,484,1474,
"G1200350","1970","Florida","12","Flagler","035","Flagler",3060,1365,6,23,
"G1200370","1970","Florida","12","Franklin","037","Franklin",5730,1323,10,2,
"G1200390","1970","Florida","12","Gadsden","039","Gadsden",15914,23247,13,10,
"G1200410","1970","Florida","12","Gilchrist","041","Gilchrist",3259,287,3,2,
"G1200430","1970","Florida","12","Glades","043","Glades",2525,893,250,1,
"G1200450","1970","Florida","12","Gulf","045","Gulf",7750,2330,9,7,
"G1200470","1970","Florida","12","Hamilton","047","Hamilton",4695,3083,5,4,
"G1200490","1970","Florida","12","Hardee","049","Hardee",13325,1265,51,248,
"G1200510","1970","Florida","12","Hendry","051","Hendry",8905,2607,245,102,
"G1200530","1970","Florida","12","Hernando","053","Hernando",14559,2401,15,29,
"G1200550","1970","Florida","12","Highlands","055","Highlands",23319,5972,175,41,
"G1200570","1970","Florida","12","Hillsborough","057","Hillsborough",422119,66648,458,1040,
"G1200590","1970","Florida","12","Holmes","059","Holmes",10371,342,0,7,
"G1200610","1970","Florida","12","Indian River","061","Indian River",29409,6514,20,49,
"G1200630","1970","Florida","12","Jackson","063","Jackson",24448,9954,17,15,
"G1200650","1970","Florida","12","Jefferson","065","Jefferson",3874,4897,3,4,
"G1200670","1970","Florida","12","Lafayette","067","Lafayette",2561,330,0,1,
"G1200690","1970","Florida","12","Lake","069","Lake",57049,12056,88,112,
"G1200710","1970","Florida","12","Lee","071","Lee",92806,12148,62,200,
