GISJOIN,YEAR,STATE,STATEA,PLACE,PLACEA,NAME,B18AA2010,B18AB2010,B18AC2010,B18AD2010,B18AE2010
"G01015064","2010","Alabama","01","Citronelle city","15064","Citronelle city",2760,789,192,78,86
"G01015136","2010","Alabama","01","Clanton city","15136","Clanton city",6454,1642,25,377,121
"G01015256","2010","Alabama","01","Clay city","15256","Clay city",8168,1292,29,116,103
"G01015304","2010","Alabama","01","Clayhatchee town","15304","Clayhatchee town",559,10,2,7,11
"G01015376","2010","Alabama","01","Clayton town","15376","Clayton town",1077,1920,0,1,10
"G01015472","2010","Alabama","01","Cleveland town","15472","Cleveland town",1162,4,3,116,18
"G01015640","2010","Alabama","01","Clio city","15640","Clio city",447,510,5,432,5
"G01016000","2010","Alabama","01","Coaling town","16000","Coaling town",1432,189,1,7,28
"G01016080","2010","Alabama","01","Coats Bend CDP","16080","Coats Bend CDP",1176,175,7,8,28
"G01016240","2010","Alabama","01","Coffee Springs town","16240","Coffee Springs town",219,0,0,2,7
"G01016264","2010","Alabama","01","Coffeeville town","16264","Coffeeville town",181,162,0,0,9
"G01016312","2010","Alabama","01","Coker town","16312","Coker town",932,20,2,24,1
"G01016600","2010","Alabama","01","Collinsville town","16600","Collinsville town",948,179,22,774,60
"G01016684","2010","Alabama","01","Colony town","16684","Colony town",28,233,0,1,6
"G01016744","2010","Alabama","01","Columbia town","16744","Columbia town",570,156,3,1,10
"G01016768","2010","Alabama","01","Columbiana city","16768","Columbiana city",2993,1055,13,81,55
"G01016936","2010","Alabama","01","Concord CDP","16936","Concord CDP",1809,10,3,3,12
"G01017176","2010","Alabama","01","Coosada town","17176","Coosada town",706,490,5,15,8
"G01017368","2010","Alabama","01","Cordova city","17368","Cordova city",1747,304,16,8,20
"G01017824","2010","Alabama","01","Cottonwood town","17824","Cottonwood town",925,328,8,3,25
"G01017968","2010","Alabama","01","County Line town","17968","County Line town",243,3,8,3,1
"G01018040","2010","Alabama","01","Courtland town","18040","Courtland town",351,234,8,2,14
"G01018088","2010","Alabama","01","Cowarts town","18088","Cowarts town",1511,273,14,14,59
"G01018304","2010","Alabama","01","Creola city","18304","Creola city",1632,188,34,40,32
"G01018856","2010","Alabama","01","Crossville town","18856","Crossville town",1652,8,35,123,44
"G01018952","2010","Alabama","01","Cuba town","18952","Cuba town",295,45,2,0,4
"G01018976","2010","Alabama","01","Cullman city","18976","Cullman city",13797,127,49,646,156
"G01019024","2010","Alabama","01","Cullomburg CDP","19024","Cullomburg CDP",72,98,0,0,1
"G01019216","2010","Alabama","01","Cusseta town","19216","Cusseta town",118,3,0,2,0
"G01019336","2010","Alabama","01","Dadeville city","19336","Dadeville city",1621,1533,10,31,35
"G01019360","2010","Alabama","01","Daleville city","19360","Daleville city",3503,1198,60,304,230
"G01019648","2010","Alabama","01","Daphne city","19648","Daphne city",18132,2536,96,537,269
"G01019744","2010","Alabama","01","Dauphin Island town","19744","Dauphin Island town",1205,5,12,4,12
"G01019816","2010","Alabama","01","Daviston town","19816","Daviston town",190,22,0,2,0
"G01019912","2010","Alabama","01","Dayton town","19912","Dayton town",17,34,0,0,1
"G01020008","2010","Alabama","01","Deatsville town","20008","Deatsville town",896,224,1,7,26
"G01020104","2010","Alabama","01","Decatur city","20104","Decatur city",37038,12067,391,4968,1219
"G01020152","2010","Alabama","01","Deer Park CDP","20152","Deer Park CDP",60,125,0,3,0
"G01020272","2010","Alabama","01","Delta CDP","20272","Delta CDP",191,0,5,0,1
"G01020296","2010","Alabama","01","Demopolis city","20296","Demopolis city",3541,3749,6,124,63
"G01020392","2010","Alabama","01","Detroit town","20392","Detroit town",197,33,0,0,7
"G01020955","2010","Alabama","01","Dodge City town","20955","Dodge City town",569,4,5,10,5
"G01021136","2010","Alabama","01","Dora city","21136","Dora city",1734,248,7,10,26
"G01021184","2010","Alabama","01","Dothan city","21184","Dothan city",41298,21312,236,1498,1152
"G01021280","2010","Alabama","01","Double Springs town","21280","Double Springs town",1054,7,9,3,10
"G01021328","2010","Alabama","01","Douglas town","21328","Douglas town",694,6,3,22,19
"G01021448","2010","Alabama","01","Dozier town","21448","Dozier town",196,116,1,1,15
"G01021890","2010","Alabama","01","Dunnavant CDP","21890","Dunnavant CDP",949,4,7,10,11
"G01021952","2010","Alabama","01","Dutton town","21952","Dutton town",286,8,0,7,14
"G01022216","2010","Alabama","01","East Brewton city","22216","East Brewton city",1851,516,14,66,31
"G01022504","2010","Alabama","01","East Point CDP","22504","East Point CDP",194,0,0,3,4
"G01022816","2010","Alabama","01","Eclectic town","22816","Eclectic town",865,110,4,1,21
"G01023032","2010","Alabama","01","Edgewater CDP","23032","Edgewater CDP",274,604,1,4,0
"G01023176","2010","Alabama","01","Edwardsville town","23176","Edwardsville town",198,1,0,0,3
"G01023224","2010","Alabama","01","Egypt CDP","23224","Egypt CDP",879,8,5,25,15
"G01023296","2010","Alabama","01","Elba city","23296","Elba city",2445,1351,47,51,46
"G01023320","2010","Alabama","01","Elberta town","23320","Elberta town",1392,21,5,50,30
"G01023344","2010","Alabama","01","Eldridge town","23344","Eldridge town",127,1,0,0,2
"G01023488","2010","Alabama","01","Elkmont town","23488","Elkmont town",373,55,5,0,1
"G01023656","2010","Alabama","01","Elmore town","23656","Elmore town",811,337,1,96,17
"G01023872","2010","Alabama","01","Emelle town","23872","Emelle town",3,50,0,0,0
"G01023880","2010","Alabama","01","Emerald Mountain CDP","23880","Emerald Mountain CDP",2230,282,4,25,20
"G01024184","2010","Alabama","01","Enterprise city","24184","Enterprise city",18442,5508,137,1697,778
"G01024256","2010","Alabama","01","Epes town","24256","Epes town",17,175,0,0,0
"G01024472","2010","Alabama","01","Ethelsville town","24472","Ethelsville town",60,21,0,0,0
"G01024568","2010","Alabama","01","Eufaula city","24568","Eufaula city",6698,5859,71,393,116
"G01024616","2010","Alabama","01","Eunola CDP","24616","Eunola CDP",222,18,0,1,2
"G01024664","2010","Alabama","01","Eutaw town","24664","Eutaw town",530,2353,3,29,19
"G01024688","2010","Alabama","01","Eva town","24688","Eva town",500,0,2,3,14
"G01024808","2010","Alabama","01","Evergreen city","24808","Evergreen city",1373,2462,6,76,27
"G01024880","2010","Alabama","01","Excel town","24880","Excel town",659,36,10,1,17
"G01025120","2010","Alabama","01","Fairfield city","25120","Fairfield city",462,10518,4,83,50
"G01025216","2010","Alabama","01","Fairford CDP","25216","Fairford CDP",114,33,37,0,2
"G01025240","2010","Alabama","01","Fairhope city","25240","Fairhope city",13961,955,28,253,129
"G01025384","2010","Alabama","01","Fairview town","25384","Fairview town",426,1,0,19,0
"G01025648","2010","Alabama","01","Falkville town","25648","Falkville town",1178,44,14,20,23
"G01025816","2010","Alabama","01","Faunsdale town","25816","Faunsdale town",66,32,0,0,0
"G01025840","2010","Alabama","01","Fayette city","25840","Fayette city",3390,1121,12,42,54
"G01025864","2010","Alabama","01","Fayetteville CDP","25864","Fayetteville CDP",1248,17,4,1,14
"G01026152","2010","Alabama","01","Fitzpatrick CDP","26152","Fitzpatrick CDP",65,18,0,0,0
"G01026200","2010","Alabama","01","Five Points town","26200","Five Points town",66,74,0,0,1
"G01026824","2010","Alabama","01","Flomaton town","26824","Flomaton town",1001,391,23,9,16
"G01026848","2010","Alabama","01","Florala town","26848","Florala town",1586,312,16,21,45
"G01026896","2010","Alabama","01","Florence city","26896","Florence city",29505,7630,157,1278,749
"G01026992","2010","Alabama","01","Foley city","26992","Foley city",11268,2173,87,852,238
"G01027088","2010","Alabama","01","Forestdale CDP","27088","Forestdale CDP",2667,7260,19,116,100
"G01027376","2010","Alabama","01","Forkland town","27376","Forkland town",77,567,1,0,4
"G01027520","2010","Alabama","01","Fort Deposit town","27520","Fort Deposit town",318,1015,1,2,8
"G01027616","2010","Alabama","01","Fort Payne city","27616","Fort Payne city",10867,590,123,2084,348
"G01027640","2010","Alabama","01","Fort Rucker CDP","27640","Fort Rucker CDP",3603,553,38,217,225
"G01028024","2010","Alabama","01","Franklin town","28024","Franklin town",71,74,0,2,2
"G01028120","2010","Alabama","01","Fredonia CDP","28120","Fredonia CDP",175,23,0,0,1
"G01028312","2010","Alabama","01","Frisco City town","28312","Frisco City town",594,645,17,16,37
"G01028408","2010","Alabama","01","Fruitdale CDP","28408","Fruitdale CDP",130,53,0,1,1
"G01028432","2010","Alabama","01","Fruithurst town","28432","Fruithurst town",279,0,3,1,1
"G01028504","2010","Alabama","01","Fulton town","28504","Fulton town",231,30,0,6,5
"G01028552","2010","Alabama","01","Fultondale city","28552","Fultondale city",6297,1391,37,484,171
"G01028672","2010","Alabama","01","Fyffe town","28672","Fyffe town",957,3,15,18,25
"G01028696","2010","Alabama","01","Gadsden city","28696","Gadsden city",21119,13361,146,1545,685
"G01028768","2010","Alabama","01","Gainesville town","28768","Gainesville town",34,171,0,0,3
"G01028816","2010","Alabama","01","Gallant CDP","28816","Gallant CDP",827,2,5,4,17
"G01028936","2010","Alabama","01","Gantt town","28936","Gantt town",171,51,0,0,0
"G01029032","2010","Alabama","01","Garden City town","29032","Garden City town",483,1,2,1,5
"G01029056","2010","Alabama","01","Gardendale city","29056","Gardendale city",12277,1189,41,249,137
"G01029296","2010","Alabama","01","Gaylesville town","29296","Gaylesville town",139,0,0,3,2
"G01029392","2010","Alabama","01","Geiger town","29392","Geiger town",45,125,0,0,0
"G01029464","2010","Alabama","01","Geneva city","29464","Geneva city",3703,622,18,40,69
"G01029560","2010","Alabama","01","Georgiana town","29560","Georgiana town",576,1136,5,7,14
"G01029608","2010","Alabama","01","Geraldine town","29608","Geraldine town",838,3,33,6,16
"G01029704","2010","Alabama","01","Gilbertown town","29704","Gilbertown town",166,47,0,1,1
"G01029944","2010","Alabama","01","Glen Allen town","29944","Glen Allen town",456,48,1,3,2
"G01029992","2010","Alabama","01","Glencoe city","29992","Glencoe city",4981,69,14,37,59
"G01030160","2010","Alabama","01","Glenwood town","30160","Glenwood town",131,56,0,0,0
"G01030448","2010","Alabama","01","Goldville town","30448","Goldville town",55,0,0,0,0
"G01030496","2010","Alabama","01","Good Hope town","30496","Good Hope town",2098,6,8,128,24
"G01030640","2010","Alabama","01","Goodwater town","30640","Goodwater town",359,1087,11,10,8
"G01030736","2010","Alabama","01","Gordo town","30736","Gordo town",1030,661,4,20,35
"G01030760","2010","Alabama","01","Gordon town","30760","Gordon town",71,254,1,3,3
"G01030808","2010","Alabama","01","Gordonville town","30808","Gordonville town",17,309,0,0,0
"G01030880","2010","Alabama","01","Goshen town","30880","Goshen town",204,60,1,0,1
"G01031000","2010","Alabama","01","Graham CDP","31000","Graham CDP",177,34,0,0,0
"G01031024","2010","Alabama","01","Grand Bay CDP","31024","Grand Bay CDP",3192,345,21,53,61
"G01031096","2010","Alabama","01","Grant town","31096","Grant town",879,0,0,4,13
"G01031348","2010","Alabama","01","Grayson Valley CDP","31348","Grayson Valley CDP",4047,1482,15,90,102
"G01031384","2010","Alabama","01","Graysville city","31384","Graysville city",1600,511,9,14,31
"G01031720","2010","Alabama","01","Greensboro city","31720","Greensboro city",798,1660,4,21,14
"G01031912","2010","Alabama","01","Greenville city","31912","Greenville city",3390,4511,4,188,42
"G01032056","2010","Alabama","01","Grimes town","32056","Grimes town",312,205,0,12,29
"G01032080","2010","Alabama","01","Grove Hill town","32080","Grove Hill town",888,649,5,13,15
"G01032224","2010","Alabama","01","Guin city","32224","Guin city",2065,260,0,18,33
"G01032248","2010","Alabama","01","Gulfcrest CDP","32248","Gulfcrest CDP",142,5,9,0,5
"G01032272","2010","Alabama","01","Gulf Shores city","32272","Gulf Shores city",9095,148,53,257,188
"G01032416","2010","Alabama","01","Guntersville city","32416","Guntersville city",7032,640,40,329,156
"G01032440","2010","Alabama","01","Gurley town","32440","Gurley town",611,137,14,15,24
"G01032536","2010","Alabama","01","Gu-Win town","32536","Gu-Win town",151,9,7,5,4
"G01032560","2010","Alabama","01","Hackleburg town","32560","Hackleburg town",1481,1,3,15,16
"G01032584","2010","Alabama","01","Hackneyville CDP","32584","Hackneyville CDP",339,3,1,4,0
"G01032656","2010","Alabama","01","Haleburg town","32656","Haleburg town",97,5,0,0,1
"G01032704","2010","Alabama","01","Haleyville city","32704","Haleyville city",3845,28,42,176,82
"G01032848","2010","Alabama","01","Hamilton city","32848","Hamilton city",6147,532,25,102,79
"G01032896","2010","Alabama","01","Hammondville town","32896","Hammondville town",439,4,1,28,16
"G01032968","2010","Alabama","01","Hanceville city","32968","Hanceville city",2756,106,7,65,48
"G01033256","2010","Alabama","01","Harpersville town","33256","Harpersville town",1197,385,5,28,22
"G01033424","2010","Alabama","01","Hartford city","33424","Hartford city",2043,470,15,50,46
"G01033448","2010","Alabama","01","Hartselle city","33448","Hartselle city",13045,613,109,252,236
"G01033472","2010","Alabama","01","Harvest CDP","33472","Harvest CDP",3284,1676,28,123,170
"G01033544","2010","Alabama","01","Hatton CDP","33544","Hatton CDP",234,0,19,0,8
"G01033640","2010","Alabama","01","Hayden town","33640","Hayden town",389,39,3,1,12
"G01033712","2010","Alabama","01","Hayneville town","33712","Hayneville town",140,788,0,1,3
"G01033808","2010","Alabama","01","Hazel Green CDP","33808","Hazel Green CDP",3228,215,56,44,87
"G01033856","2010","Alabama","01","Headland city","33856","Headland city",3162,1238,18,40,52
"G01033904","2010","Alabama","01","Heath town","33904","Heath town",225,27,0,1,1
"G01033976","2010","Alabama","01","Heflin city","33976","Heflin city",3039,328,16,42,55
"G01034024","2010","Alabama","01","Helena city","34024","Helena city",13851,2204,35,483,220
"G01034096","2010","Alabama","01","Henagar city","34096","Henagar city",2255,1,42,9,37
"G01034480","2010","Alabama","01","Highland Lake town","34480","Highland Lake town",407,0,4,1,0
"G01034490","2010","Alabama","01","Highland Lakes CDP","34490","Highland Lakes CDP",3439,298,9,122,58
"G01034816","2010","Alabama","01","Hillsboro town","34816","Hillsboro town",78,442,10,9,13
"G01034984","2010","Alabama","01","Hissop CDP","34984","Hissop CDP",165,489,0,2,2
"G01035130","2010","Alabama","01","Hobson CDP","35130","Hobson CDP",125,0,0,0,1
"G01035152","2010","Alabama","01","Hobson City town","35152","Hobson City town",97,662,0,6,6
"G01035200","2010","Alabama","01","Hodges town","35200","Hodges town",284,0,4,0,0
"G01035392","2010","Alabama","01","Hokes Bluff city","35392","Hokes Bluff city",4222,15,6,22,21
"G01035512","2010","Alabama","01","Hollins CDP","35512","Hollins CDP",487,42,3,3,10
"G01035536","2010","Alabama","01","Hollis Crossroads CDP","35536","Hollis Crossroads CDP",523,33,2,37,13
"G01035560","2010","Alabama","01","Holly Pond town","35560","Holly Pond town",786,2,3,1,6
"G01035632","2010","Alabama","01","Hollywood town","35632","Hollywood town",758,148,17,34,43
"G01035704","2010","Alabama","01","Holt CDP","35704","Holt CDP",1433,2009,15,124,57
"G01035752","2010","Alabama","01","Holtville CDP","35752","Holtville CDP",3703,305,20,26,42
"G01035800","2010","Alabama","01","Homewood city","35800","Homewood city",18774,4342,50,1657,344
"G01035896","2010","Alabama","01","Hoover city","35896","Hoover city",61302,12114,201,6747,1255
"G01036088","2010","Alabama","01","Horn Hill town","36088","Horn Hill town",209,3,9,6,1
"G01036448","2010","Alabama","01","Hueytown city","36448","Hueytown city",11270,4388,42,248,157
"G01036592","2010","Alabama","01","Huguley CDP","36592","Huguley CDP",1853,635,16,17,19
"G01037000","2010","Alabama","01","Huntsville city","37000","Huntsville city",108618,56229,1087,9747,4424
"G01037096","2010","Alabama","01","Hurtsboro town","37096","Hurtsboro town",161,385,3,3,1
"G01037264","2010","Alabama","01","Hytop town","37264","Hytop town",324,1,16,12,1
"G01037312","2010","Alabama","01","Ider town","37312","Ider town",674,4,29,1,15
"G01037465","2010","Alabama","01","Indian Springs Village city","37465","Indian Springs Village city",2261,35,5,47,15
"G01037864","2010","Alabama","01","Irondale city","37864","Irondale city",6956,4369,41,804,179
"G01038032","2010","Alabama","01","Ivalee CDP","38032","Ivalee CDP",845,14,4,9,7
"G01038152","2010","Alabama","01","Jackson city","38152","Jackson city",2868,2244,37,38,41
"G01038248","2010","Alabama","01","Jacksons' Gap town","38248","Jacksons' Gap town",565,239,4,16,4
"G01038272","2010","Alabama","01","Jacksonville city","38272","Jacksonville city",8618,3362,65,264,239
"G01038416","2010","Alabama","01","Jasper city","38416","Jasper city",11670,1929,43,516,194
"G01038608","2010","Alabama","01","Jemison city","38608","Jemison city",2010,458,3,88,26
"G01039088","2010","Alabama","01","Joppa CDP","39088","Joppa CDP",408,1,4,64,24
"G01039280","2010","Alabama","01","Kansas town","39280","Kansas town",226,0,0,0,0
"G01039472","2010","Alabama","01","Kellyton town","39472","Kellyton town",148,43,0,20,6
"G01039520","2010","Alabama","01","Kennedy town","39520","Kennedy town",373,64,0,2,8
"G01039784","2010","Alabama","01","Killen town","39784","Killen town",1041,35,3,18,11
"G01039856","2010","Alabama","01","Kimberly town","39856","Kimberly town",2608,49,12,24,18
"G01040072","2010","Alabama","01","Kinsey town","40072","Kinsey town",1096,1011,7,50,34
"G01040096","2010","Alabama","01","Kinston town","40096","Kinston town",516,1,11,3,9
"G01040648","2010","Alabama","01","Ladonia CDP","40648","Ladonia CDP",2717,308,23,46,48
"G01040672","2010","Alabama","01","La Fayette city","40672","La Fayette city",879,2066,2,36,20
"G01040888","2010","Alabama","01","Lakeview town","40888","Lakeview town",124,0,5,0,14
"G01040928","2010","Alabama","01","Lake View town","40928","Lake View town",1824,81,2,18,18
"G01041296","2010","Alabama","01","Lanett city","41296","Lanett city",2542,3716,12,99,99
"G01041368","2010","Alabama","01","Langston town","41368","Langston town",255,3,0,0,12
"G01041968","2010","Alabama","01","Leeds city","41968","Leeds city",9270,1688,42,542,231
"G01042016","2010","Alabama","01","Leesburg town","42016","Leesburg town",991,11,0,6,19
"G01042160","2010","Alabama","01","Leighton town","42160","Leighton town",316,388,2,6,17
"G01042304","2010","Alabama","01","Leroy CDP","42304","Leroy CDP",716,183,2,3,7
"G01042352","2010","Alabama","01","Lester town","42352","Lester town",110,0,0,1,0
"G01042472","2010","Alabama","01","Level Plains town","42472","Level Plains town",1569,258,11,137,110
"G01042640","2010","Alabama","01","Lexington town","42640","Lexington town",723,0,4,1,7
"G01042808","2010","Alabama","01","Libertyville town","42808","Libertyville town",104,1,2,1,9
"G01043120","2010","Alabama","01","Lincoln city","43120","Lincoln city",4595,1468,30,85,88
"G01043240","2010","Alabama","01","Linden city","43240","Linden city",1084,992,2,25,20
"G01043264","2010","Alabama","01","Lineville city","43264","Lineville city",1404,883,7,39,62
"G01043336","2010","Alabama","01","Lipscomb city","43336","Lipscomb city",487,1347,24,332,20
"G01043384","2010","Alabama","01","Lisman town","43384","Lisman town",36,497,0,0,6
"G01043648","2010","Alabama","01","Littleville town","43648","Littleville town",976,7,7,10,11
"G01043720","2010","Alabama","01","Livingston city","43720","Livingston city",1206,2226,2,28,23
"G01043744","2010","Alabama","01","Loachapoka town","43744","Loachapoka town",106,67,0,5,2
"G01043816","2010","Alabama","01","Lockhart town","43816","Lockhart town",375,130,1,4,6
"G01043888","2010","Alabama","01","Locust Fork town","43888","Locust Fork town",1151,7,9,12,7
"G01044160","2010","Alabama","01","Lookout Mountain CDP","44160","Lookout Mountain CDP",1555,38,6,13,9
"G01044344","2010","Alabama","01","Louisville town","44344","Louisville town",256,229,4,23,7
