GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,NAME,B18AA1980,B18AB1980,B18AC1980,B18AD1980,B18AE1980
"G0100010","1980","Alabama","01","Autauga","001","AUTAUGA",24846,7224,97,85,
"G0100030","1980","Alabama","01","Baldwin","003","BALDWIN",65922,12035,432,64,
"G0100050","1980","Alabama","01","Barbour","005","BARBOUR",13661,11003,21,65,
"G0100070","1980","Alabama","01","Bibb","007","BIBB",12040,3675,2,6,
"G0100090","1980","Alabama","01","Blount","009","BLOUNT",35668,661,98,23,
"G0100110","1980","Alabama","01","Bullock","011","BULLOCK",3431,7160,0,5,
"G0100130","1980","Alabama","01","Butler","013","BUTLER",13255,8397,14,8,
"G0100150","1980","Alabama","01","Calhoun","015","CALHOUN",97382,21005,283,541,
"G0100170","1980","Alabama","01","Chambers","017","CHAMBERS",25286,13894,5,6,
"G0100190","1980","Alabama","01","Cherokee","019","CHEROKEE",17168,1550,28,14,
"G0100210","1980","Alabama","01","Chilton","021","CHILTON",26940,3631,0,41,
"G0100230","1980","Alabama","01","Choctaw","023","CHOCTAW",9505,7319,8,7,
"G0100250","1980","Alabama","01","Clarke","025","CLARKE",15764,11827,87,7,
"G0100270","1980","Alabama","01","Clay","027","CLAY",11427,2268,8,0,
"G0100290","1980","Alabama","01","Cleburne","029","CLEBURNE",11918,647,0,18,
"G0100310","1980","Alabama","01","Coffee","031","COFFEE",31657,6532,120,151,
"G0100330","1980","Alabama","01","Colbert","033","COLBERT",45254,9146,63,50,
"G0100350","1980","Alabama","01","Conecuh","035","CONECUH",9332,6534,18,0,
"G0100370","1980","Alabama","01","Coosa","037","COOSA",7420,3950,0,7,
"G0100390","1980","Alabama","01","Covington","039","COVINGTON",31867,4845,22,106,
"G0100410","1980","Alabama","01","Crenshaw","041","CRENSHAW",10399,3693,0,13,
"G0100430","1980","Alabama","01","Cullman","043","CULLMAN",60894,550,103,68,
"G0100450","1980","Alabama","01","Dale","045","DALE",38832,7828,348,485,
"G0100470","1980","Alabama","01","Dallas","047","DALLAS",24399,29488,7,50,
"G0100490","1980","Alabama","01","DeKalb","049","DE KALB",52497,962,120,41,
"G0100510","1980","Alabama","01","Elmore","051","ELMORE",33610,9655,34,65,
"G0100530","1980","Alabama","01","Escambia","053","ESCAMBIA",26051,11376,955,24,
"G0100550","1980","Alabama","01","Etowah","055","ETOWAH",88526,13773,486,146,
"G0100570","1980","Alabama","01","Fayette","057","FAYETTE",16379,2372,0,53,
"G0100590","1980","Alabama","01","Franklin","059","FRANKLIN",26994,1301,30,23,
"G0100610","1980","Alabama","01","Geneva","061","GENEVA",21002,3097,123,20,
"G0100630","1980","Alabama","01","Greene","063","GREENE",2425,8596,0,0,
"G0100650","1980","Alabama","01","Hale","065","HALE",5758,9799,0,25,
"G0100670","1980","Alabama","01","Henry","067","HENRY",9485,5799,0,6,
"G0100690","1980","Alabama","01","Houston","069","HOUSTON",57517,16464,260,331,
"G0100710","1980","Alabama","01","Jackson","071","JACKSON",48985,2090,270,44,
"G0100730","1980","Alabama","01","Jefferson","073","JEFFERSON",444359,223716,762,1934,
"G0100750","1980","Alabama","01","Lamar","075","LAMAR",14435,1997,7,10,
"G0100770","1980","Alabama","01","Lauderdale","077","LAUDERDALE",72271,7747,244,185,
"G0100790","1980","Alabama","01","Lawrence","079","LAWRENCE",25021,5074,59,16,
"G0100810","1980","Alabama","01","Lee","081","LEE",57011,18646,118,397,
"G0100830","1980","Alabama","01","Limestone","083","LIMESTONE",39207,6585,74,132,
"G0100850","1980","Alabama","01","Lowndes","085","LOWNDES",3309,9937,7,0,
"G0100870","1980","Alabama","01","Macon","087","MACON",4079,22579,0,72,
"G0100890","1980","Alabama","01","Madison","089","MADISON",155087,38999,686,1519,
"G0100910","1980","Alabama","01","Marengo","091","MARENGO",11681,13346,0,20,
"G0100930","1980","Alabama","01","Marion","093","MARION",29204,734,29,68,
"G0100950","1980","Alabama","01","Marshall","095","MARSHALL",64428,1013,68,79,
"G0100970","1980","Alabama","01","Mobile","097","MOBILE",246610,114983,1322,1536,
"G0100990","1980","Alabama","01","Monroe","099","MONROE",12779,9742,130,0,
"G0101010","1980","Alabama","01","Montgomery","101","MONTGOMERY",118042,77775,162,759,
"G0101030","1980","Alabama","01","Morgan","103","MORGAN",81198,8725,80,185,
"G0101050","1980","Alabama","01","Perry","105","PERRY",5969,9019,0,17,
"G0101070","1980","Alabama","01","Pickens","107","PICKENS",12456,8978,28,19,
"G0101090","1980","Alabama","01","Pike","109","PIKE",18160,9825,41,21,
"G0101110","1980","Alabama","01","Randolph","111","RANDOLPH",15166,4869,30,10,
"G0101130","1980","Alabama","01","Russell","113","RUSSELL",28504,18656,65,89,
"G0101150","1980","Alabama","01","St Clair","115","ST. CLAIR",36925,4126,86,56,
"G0101170","1980","Alabama","01","Shelby","117","SHELBY",59034,6888,158,203,
"G0101190","1980","Alabama","01","Sumter","119","SUMTER",5120,11711,0,55,
"G0101210","1980","Alabama","01","Talladega","121","TALLADEGA",50974,22745,40,32,
"G0101230","1980","Alabama","01","Tallapoosa","123","TALLAPOOSA",28005,10461,24,155,
"G0101250","1980","Alabama","01","Tuscaloosa","125","TUSCALOOSA",99525,37426,90,346,
"G0101270","1980","Alabama","01","Walker","127","WALKER",63595,4813,135,102,
"G0101290","1980","Alabama","01","Washington","129","WASHINGTON",11315,4726,778,2,
"G0101310","1980","Alabama","01","Wilcox","131","WILCOX",4580,10151,4,20,
"G0101330","1980","Alabama","01","Winston","133","WINSTON",21744,145,35,23,
"G0200100","1980","Alaska","02","Aleutian Islands","010","ALEUTIAN ISLANDS",4887,327,1928,571,
"G0200200","1980","Alaska","02","Anchorage","020","ANCHORAGE",149765,9389,9022,4241,
"G0200500","1980","Alaska","02","Bethel","050","BETHEL",1602,52,9273,50,
"G0200600","1980","Alaska","02","Bristol Bay","060","BRISTOL BAY",656,46,360,7,
"G0200700","1980","Alaska","02","Dillingham","070","DILLINGHAM",1060,0,3523,11,
"G0200900","1980","Alaska","02","Fairbanks North Star","090","FAIRBANKS NORTH STAR",46325,3039,3026,884,
"G0201000","1980","Alaska","02","Haines","100","HAINES",1434,9,214,8,
"G0201100","1980","Alaska","02","Juneau","110","JUNEAU",16699,82,2190,444,
"G0201220","1980","Alaska","02","Kenai Peninsula","122","KENAI PENINSULA",23181,93,1702,238,
"G0201300","1980","Alaska","02","Ketchikan Gateway","130","KETCHIKAN GATEWAY",9576,28,1406,277,
"G0201400","1980","Alaska","02","Kobuk","140","KOBUK",696,5,4120,4,
"G0201500","1980","Alaska","02","Kodiak Island","150","KODIAK ISLAND",7110,89,1884,768,
"G0201700","1980","Alaska","02","Matanuska-Susitna","170","MATANUSKA-SUSITNA",16872,52,752,73,
"G0201800","1980","Alaska","02","Nome","180","NOME",1306,16,5189,18,
"G0201850","1980","Alaska","02","North Slope","185","NORTH SLOPE",916,14,3225,35,
"G0202010","1980","Alaska","02","Prince Of Wales-Outer Ketchikan","201","PRINCE OF WALES-OUTER KETCHIKAN",2070,40,1651,39,
"G0202200","1980","Alaska","02","Sitka","220","SITKA",5836,30,1669,235,
"G0202310","1980","Alaska","02","Skagway-Yakutat-Angoon","231","SKAGWAY-YAKUTAT-ANGOON",1958,0,1462,28,
"G0202400","1980","Alaska","02","Southeast Fairbanks","240","SOUTHEAST FAIRBANKS",4495,293,725,143,
"G0202610","1980","Alaska","02","Valdez-Cordova","261","VALDEZ-CORDOVA",7091,37,1060,124,
"G0202700","1980","Alaska","02","Wade Hampton","270","WADE HAMPTON",240,0,4420,2,
"G0202800","1980","Alaska","02","Wrangell-Petersburg","280","WRANGELL-PETERSBURG",4832,6,1190,91,
"G0202900","1980","Alaska","02","Yukon-Koyukuk","290","YUKON-KOYUKUK",3361,101,4366,23,
"G0400010","1980","Arizona","04","Apache","001","APACHE",11995,279,39042,53,
"G0400030","1980","Arizona","04","Cochise","003","COCHISE",74368,3306,441,1667,
"G0400050","1980","Arizona","04","Coconino","005","COCONINO",49453,1337,20949,459,
"G0400070","1980","Arizona","04","Gila","007","GILA",30298,81,5154,119,
"G0400090","1980","Arizona","04","Graham","009","GRAHAM",17247,550,2730,134,
"G0400110","1980","Arizona","04","Greenlee","011","GREENLEE",9331,14,330,81,
"G0400130","1980","Arizona","04","Maricopa","013","MARICOPA",1320774,47833,23708,15015,
"G0400150","1980","Arizona","04","Mohave","015","MOHAVE",53259,89,1655,200,
"G0400170","1980","Arizona","04","Navajo","017","NAVAJO",32797,614,32215,141,
"G0400190","1980","Arizona","04","Pima","019","PIMA",448028,14349,15255,5180,
"G0400210","1980","Arizona","04","Pinal","021","PINAL",63592,2996,8597,294,
"G0400230","1980","Arizona","04","Santa Cruz","023","SANTA CRUZ",16231,105,79,62,
"G0400250","1980","Arizona","04","Yavapai","025","YAVAPAI",65369,216,1026,172,
"G0400270","1980","Arizona","04","Yuma","027","YUMA",67546,2390,3209,985,
"G0500010","1980","Arkansas","05","Arkansas","001","ARKANSAS",19205,4832,88,50,
"G0500030","1980","Arkansas","05","Ashley","003","ASHLEY",19207,7233,65,27,
"G0500050","1980","Arkansas","05","Baxter","005","BAXTER",27239,0,132,30,
"G0500070","1980","Arkansas","05","Benton","007","BENTON",76221,44,1299,268,
"G0500090","1980","Arkansas","05","Boone","009","BOONE",25959,0,66,30,
"G0500110","1980","Arkansas","05","Bradley","011","BRADLEY",9731,4022,12,16,
"G0500130","1980","Arkansas","05","Calhoun","013","CALHOUN",4366,1706,0,7,
"G0500150","1980","Arkansas","05","Carroll","015","CARROLL",16125,6,39,20,
"G0500170","1980","Arkansas","05","Chicot","017","CHICOT",8251,9414,75,53,
"G0500190","1980","Arkansas","05","Clark","019","CLARK",18109,5079,37,55,
"G0500210","1980","Arkansas","05","Clay","021","CLAY",20588,0,16,8,
"G0500230","1980","Arkansas","05","Cleburne","023","CLEBURNE",16841,3,41,14,
"G0500250","1980","Arkansas","05","Cleveland","025","CLEVELAND",6661,1194,2,11,
"G0500270","1980","Arkansas","05","Columbia","027","COLUMBIA",17191,9242,130,74,
"G0500290","1980","Arkansas","05","Conway","029","CONWAY",16406,2974,87,16,
"G0500310","1980","Arkansas","05","Craighead","031","CRAIGHEAD",59922,2841,242,186,
"G0500330","1980","Arkansas","05","Crawford","033","CRAWFORD",35326,425,1004,86,
"G0500350","1980","Arkansas","05","Crittenden","035","CRITTENDEN",27810,21230,106,212,
"G0500370","1980","Arkansas","05","Cross","037","CROSS",15308,5055,36,0,
"G0500390","1980","Arkansas","05","Dallas","039","DALLAS",6500,3957,24,4,
"G0500410","1980","Arkansas","05","Desha","041","DESHA",11230,8444,58,10,
"G0500430","1980","Arkansas","05","Drew","043","DREW",12954,4886,70,0,
"G0500450","1980","Arkansas","05","Faulkner","045","FAULKNER",42242,3702,132,89,
"G0500470","1980","Arkansas","05","Franklin","047","FRANKLIN",14226,155,249,29,
"G0500490","1980","Arkansas","05","Fulton","049","FULTON",9911,0,50,14,
"G0500510","1980","Arkansas","05","Garland","051","GARLAND",64154,5760,376,138,
"G0500530","1980","Arkansas","05","Grant","053","GRANT",12478,418,62,48,
"G0500550","1980","Arkansas","05","Greene","055","GREENE",30565,17,132,8,
"G0500570","1980","Arkansas","05","Hempstead","057","HEMPSTEAD",16484,7062,71,7,
"G0500590","1980","Arkansas","05","Hot Spring","059","HOT SPRING",23567,3014,164,19,
"G0500610","1980","Arkansas","05","Howard","061","HOWARD",10899,2485,44,25,
"G0500630","1980","Arkansas","05","Independence","063","INDEPENDENCE",29219,553,254,73,
"G0500650","1980","Arkansas","05","Izard","065","IZARD",10717,18,30,0,
"G0500670","1980","Arkansas","05","Jackson","067","JACKSON",18756,2869,14,7,
"G0500690","1980","Arkansas","05","Jefferson","069","JEFFERSON",53206,36844,278,264,
"G0500710","1980","Arkansas","05","Johnson","071","JOHNSON",17003,271,80,42,
"G0500730","1980","Arkansas","05","Lafayette","073","LAFAYETTE",5962,4189,45,0,
"G0500750","1980","Arkansas","05","Lawrence","075","LAWRENCE",18291,36,90,18,
"G0500770","1980","Arkansas","05","Lee","077","LEE",6857,8520,7,107,
"G0500790","1980","Arkansas","05","Lincoln","079","LINCOLN",8555,4794,14,6,
"G0500810","1980","Arkansas","05","Little River","081","LITTLE RIVER",10436,3470,46,0,
"G0500830","1980","Arkansas","05","Logan","083","LOGAN",19689,287,114,44,
"G0500850","1980","Arkansas","05","Lonoke","085","LONOKE",30106,4223,118,69,
"G0500870","1980","Arkansas","05","Madison","087","MADISON",11215,2,111,7,
"G0500890","1980","Arkansas","05","Marion","089","MARION",11202,0,114,9,
"G0500910","1980","Arkansas","05","Miller","091","MILLER",29058,8355,249,84,
"G0500930","1980","Arkansas","05","Mississippi","093","MISSISSIPPI",42916,16167,57,230,
"G0500950","1980","Arkansas","05","Monroe","095","MONROE",8206,5738,100,8,
"G0500970","1980","Arkansas","05","Montgomery","097","MONTGOMERY",7672,0,49,22,
"G0500990","1980","Arkansas","05","Nevada","099","NEVADA",7684,3398,0,9,
"G0501010","1980","Arkansas","05","Newton","101","NEWTON",7701,28,25,2,
"G0501030","1980","Arkansas","05","Ouachita","103","OUACHITA",19387,11002,138,12,
"G0501050","1980","Arkansas","05","Perry","105","PERRY",7093,132,41,0,
"G0501070","1980","Arkansas","05","Phillips","107","PHILLIPS",15954,18410,180,118,
"G0501090","1980","Arkansas","05","Pike","109","PIKE",9909,391,73,0,
"G0501110","1980","Arkansas","05","Poinsett","111","POINSETT",25149,1820,53,2,
"G0501130","1980","Arkansas","05","Polk","113","POLK",16824,0,108,51,
"G0501150","1980","Arkansas","05","Pope","115","POPE",37630,858,401,93,
"G0501170","1980","Arkansas","05","Prairie","117","PRAIRIE",8675,1417,22,15,
"G0501190","1980","Arkansas","05","Pulaski","119","PULASKI",254929,81371,1358,2022,
"G0501210","1980","Arkansas","05","Randolph","121","RANDOLPH",16546,265,16,6,
"G0501230","1980","Arkansas","05","St Francis","123","ST. FRANCIS",16437,14190,37,106,
"G0501250","1980","Arkansas","05","Saline","125","SALINE",51400,1409,274,58,
"G0501270","1980","Arkansas","05","Scott","127","SCOTT",9546,3,128,4,
"G0501290","1980","Arkansas","05","Searcy","129","SEARCY",8784,0,61,2,
"G0501310","1980","Arkansas","05","Sebastian","131","SEBASTIAN",87325,4889,1368,1426,
"G0501330","1980","Arkansas","05","Sevier","133","SEVIER",13095,781,132,13,
"G0501350","1980","Arkansas","05","Sharp","135","SHARP",14369,82,124,7,
"G0501370","1980","Arkansas","05","Stone","137","STONE",8925,8,89,0,
"G0501390","1980","Arkansas","05","Union","139","UNION",34386,13970,93,52,
"G0501410","1980","Arkansas","05","Van Buren","141","VAN BUREN",13198,40,36,7,
"G0501430","1980","Arkansas","05","Washington","143","WASHINGTON",97141,1533,1045,531,
"G0501450","1980","Arkansas","05","White","145","WHITE",48834,1656,185,105,
"G0501470","1980","Arkansas","05","Woodruff","147","WOODRUFF",7720,3490,3,7,
"G0501490","1980","Arkansas","05","Yell","149","YELL",16552,346,88,40,
"G0600010","1980","California","06","Alameda","001","ALAMEDA",749735,203698,8313,88886,
"G0600030","1980","California","06","Alpine","003","ALPINE",912,0,169,5,
"G0600050","1980","California","06","Amador","005","AMADOR",18469,177,299,85,
"G0600070","1980","California","06","Butte","007","BUTTE",134791,1550,2238,1811,
"G0600090","1980","California","06","Calaveras","009","CALAVERAS",19975,108,380,90,
"G0600110","1980","California","06","Colusa","011","COLUSA",10211,123,257,401,
"G0600130","1980","California","06","Contra Costa","013","CONTRA COSTA",538896,60146,4993,31496,
"G0600150","1980","California","06","Del Norte","015","DEL NORTE",16273,34,1301,87,
"G0600170","1980","California","06","El Dorado","017","EL DORADO",82265,418,1050,1088,
"G0600190","1980","California","06","Fresno","019","FRESNO",385074,25714,6015,15466,
"G0600210","1980","California","06","Glenn","021","GLENN",18954,13,347,195,
"G0600230","1980","California","06","Humboldt","023","HUMBOLDT",99519,768,5745,1152,
"G0600250","1980","California","06","Imperial","025","IMPERIAL",52121,2494,1312,1573,
"G0600270","1980","California","06","Inyo","027","INYO",15964,7,1577,59,
"G0600290","1980","California","06","Kern","029","KERN",311924,21148,6852,8103,
"G0600310","1980","California","06","Kings","031","KINGS",55542,3631,928,2226,
"G0600330","1980","California","06","Lake","033","LAKE",34129,352,880,195,
"G0600350","1980","California","06","Lassen","035","LASSEN",19262,749,618,284,
"G0600370","1980","California","06","Los Angeles","037","LOS ANGELES",5135540,943124,54569,456693,
"G0600390","1980","California","06","Madera","039","MADERA",47810,2128,1138,696,
"G0600410","1980","California","06","Marin","041","MARIN",206542,5626,960,6570,
"G0600430","1980","California","06","Mariposa","043","MARIPOSA",10476,90,357,65,
"G0600450","1980","California","06","Mendocino","045","MENDOCINO",62039,373,2328,506,
"G0600470","1980","California","06","Merced","047","MERCED",104806,6734,1283,3273,
"G0600490","1980","California","06","Modoc","049","MODOC",8128,7,256,23,
"G0600510","1980","California","06","Mono","051","MONO",8118,0,330,18,
"G0600530","1980","California","06","Monterey","053","MONTEREY",201342,19096,3415,20362,
"G0600550","1980","California","06","Napa","055","NAPA",91249,1030,920,2269,
"G0600570","1980","California","06","Nevada","057","NEVADA",50203,125,781,292,
"G0600590","1980","California","06","Orange","059","ORANGE",1684906,24560,16586,93491,
"G0600610","1980","California","06","Placer","061","PLACER",110499,443,1362,1654,
"G0600630","1980","California","06","Plumas","063","PLUMAS",16375,176,519,95,
"G0600650","1980","California","06","Riverside","065","RIVERSIDE",549179,30870,8163,9935,
"G0600670","1980","California","06","Sacramento","067","SACRAMENTO",636129,58596,9938,40941,
"G0600690","1980","California","06","San Benito","069","SAN BENITO",18462,38,354,470,
"G0600710","1980","California","06","San Bernardino","071","SAN BERNARDINO",744460,47964,11922,16894,
"G0600730","1980","California","06","San Diego","073","SAN DIEGO",1525432,104407,16452,95090,
"G0600750","1980","California","06","San Francisco","075","SAN FRANCISCO",402131,86190,3566,149269,
"G0600770","1980","California","06","San Joaquin","077","SAN JOAQUIN",266886,19288,4474,21738,
"G0600790","1980","California","06","San Luis Obispo","079","SAN LUIS OBISPO",140734,2791,2389,3454,
"G0600810","1980","California","06","San Mateo","081","SAN MATEO",465660,35575,2316,59468,
"G0600830","1980","California","06","Santa Barbara","083","SANTA BARBARA",252523,8142,3173,9206,
"G0600850","1980","California","06","Santa Clara","085","SANTA CLARA",1030659,42835,10011,101922,
"G0600870","1980","California","06","Santa Cruz","087","SANTA CRUZ",166428,1549,1876,5210,
"G0600890","1980","California","06","Shasta","089","SHASTA",110686,732,2826,588,
"G0600910","1980","California","06","Sierra","091","SIERRA",2995,2,55,9,
"G0600930","1980","California","06","Siskiyou","093","SISKIYOU",36627,632,1492,163,
"G0600950","1980","California","06","Solano","095","SOLANO",176064,27690,2406,17899,
"G0600970","1980","California","06","Sonoma","097","SONOMA",279148,3484,3702,5111,
"G0600990","1980","California","06","Stanislaus","099","STANISLAUS",234327,3209,4583,4591,
"G0601010","1980","California","06","Sutter","101","SUTTER",43772,335,681,3704,
"G0601030","1980","California","06","Tehama","103","TEHAMA",37017,58,701,264,
"G0601050","1980","California","06","Trinity","105","TRINITY",11136,6,588,78,
"G0601070","1980","California","06","Tulare","107","TULARE",182754,3593,3211,5157,
"G0601090","1980","California","06","Tuolumne","109","TUOLUMNE",32133,373,540,248,
"G0601110","1980","California","06","Ventura","111","VENTURA",437390,11358,5671,15751,
"G0601130","1980","California","06","Yolo","113","YOLO",94175,2082,1383,4998,
"G0601150","1980","California","06","Yuba","115","YUBA",42397,2219,1151,1606,
"G0800010","1980","Colorado","08","Adams","001","ADAMS",219471,6216,2095,3686,
"G0800030","1980","Colorado","08","Alamosa","003","ALAMOSA",9407,86,83,113,
"G0800050","1980","Colorado","08","Arapahoe","005","ARAPAHOE",274727,8467,1474,4580,
"G0800070","1980","Colorado","08","Archuleta","007","ARCHULETA",3061,2,13,14,
"G0800090","1980","Colorado","08","Baca","009","BACA",5190,0,22,20,
"G0800110","1980","Colorado","08","Bent","011","BENT",5095,31,78,18,
"G0800130","1980","Colorado","08","Boulder","013","BOULDER",179780,1766,930,2451,
"G0800150","1980","Colorado","08","Chaffee","015","CHAFFEE",12823,65,59,21,
"G0800170","1980","Colorado","08","Cheyenne","017","CHEYENNE",2149,1,3,0,
"G0800190","1980","Colorado","08","Clear Creek","019","CLEAR CREEK",7152,3,54,0,
"G0800210","1980","Colorado","08","Conejos","021","CONEJOS",4900,0,51,14,
"G0800230","1980","Colorado","08","Costilla","023","COSTILLA",2469,0,2,54,
"G0800250","1980","Colorado","08","Crowley","025","CROWLEY",2785,1,8,32,
"G0800270","1980","Colorado","08","Custer","027","CUSTER",1498,0,17,0,
"G0800290","1980","Colorado","08","Delta","029","DELTA",20576,11,164,46,
"G0800310","1980","Colorado","08","Denver","031","DENVER",375628,59095,4318,8934,
"G0800330","1980","Colorado","08","Dolores","033","DOLORES",1566,2,59,0,
"G0800350","1980","Colorado","08","Douglas","035","DOUGLAS",24741,88,58,87,
"G0800370","1980","Colorado","08","Eagle","037","EAGLE",12588,10,8,29,
"G0800390","1980","Colorado","08","Elbert","039","ELBERT",6669,16,115,40,
"G0800410","1980","Colorado","08","El Paso","041","EL PASO",271785,19115,2067,5374,
"G0800430","1980","Colorado","08","Fremont","043","FREMONT",27336,369,224,46,
"G0800450","1980","Colorado","08","Garfield","045","GARFIELD",21863,24,159,64,
"G0800470","1980","Colorado","08","Gilpin","047","GILPIN",2399,8,4,0,
"G0800490","1980","Colorado","08","Grand","049","GRAND",7370,8,49,12,
"G0800510","1980","Colorado","08","Gunnison","051","GUNNISON",10446,25,89,27,
"G0800530","1980","Colorado","08","Hinsdale","053","HINSDALE",408,0,0,0,
"G0800550","1980","Colorado","08","Huerfano","055","HUERFANO",5624,48,37,24,
"G0800570","1980","Colorado","08","Jackson","057","JACKSON",1850,0,11,0,
"G0800590","1980","Colorado","08","Jefferson","059","JEFFERSON",357611,1908,1866,4427,
"G0800610","1980","Colorado","08","Kiowa","061","KIOWA",1917,0,1,2,
"G0800630","1980","Colorado","08","Kit Carson","063","KIT CARSON",7417,7,33,3,
"G0800650","1980","Colorado","08","Lake","065","LAKE",7488,11,83,29,
"G0800670","1980","Colorado","08","La Plata","067","LA PLATA",24583,3,1132,51,
"G0800690","1980","Colorado","08","Larimer","069","LARIMER",141927,576,1033,1483,
"G0800710","1980","Colorado","08","Las Animas","071","LAS ANIMAS",13457,102,67,59,
"G0800730","1980","Colorado","08","Lincoln","073","LINCOLN",4635,2,21,0,
"G0800750","1980","Colorado","08","Logan","075","LOGAN",18962,64,34,123,
"G0800770","1980","Colorado","08","Mesa","077","MESA",77967,228,608,395,
"G0800790","1980","Colorado","08","Mineral","079","MINERAL",804,0,0,0,
"G0800810","1980","Colorado","08","Moffat","081","MOFFAT",12797,0,53,14,
"G0800830","1980","Colorado","08","Montezuma","083","MONTEZUMA",14400,0,1593,38,
"G0800850","1980","Colorado","08","Montrose","085","MONTROSE",23478,8,96,22,
"G0800870","1980","Colorado","08","Morgan","087","MORGAN",21596,31,123,39,
"G0800890","1980","Colorado","08","Otero","089","OTERO",18849,113,110,111,
"G0800910","1980","Colorado","08","Ouray","091","OURAY",1888,2,0,9,
"G0800930","1980","Colorado","08","Park","093","PARK",5208,8,34,25,
"G0800950","1980","Colorado","08","Phillips","095","PHILLIPS",4478,2,9,29,
"G0800970","1980","Colorado","08","Pitkin","097","PITKIN",10189,40,72,14,
"G0800990","1980","Colorado","08","Prowers","099","PROWERS",12246,41,64,25,
"G0801010","1980","Colorado","08","Pueblo","101","PUEBLO",108389,2429,774,590,
"G0801030","1980","Colorado","08","Rio Blanco","103","RIO BLANCO",6108,7,50,21,
"G0801050","1980","Colorado","08","Rio Grande","105","RIO GRANDE",8431,7,32,16,
"G0801070","1980","Colorado","08","Routt","107","ROUTT",13155,12,90,34,
"G0801090","1980","Colorado","08","Saguache","109","SAGUACHE",2878,0,38,6,
"G0801110","1980","Colorado","08","San Juan","111","SAN JUAN",796,0,7,6,
"G0801130","1980","Colorado","08","San Miguel","113","SAN MIGUEL",3074,2,72,21,
"G0801150","1980","Colorado","08","Sedgwick","115","SEDGWICK",3097,10,2,49,
"G0801170","1980","Colorado","08","Summit","117","SUMMIT",8727,12,33,28,
"G0801190","1980","Colorado","08","Teller","119","TELLER",7968,7,31,2,
"G0801210","1980","Colorado","08","Washington","121","WASHINGTON",5275,0,17,2,
"G0801230","1980","Colorado","08","Weld","123","WELD",110679,606,531,887,
"G0801250","1980","Colorado","08","Yuma","125","YUMA",9440,0,55,11,
"G0900010","1980","Connecticut","09","Fairfield","001","FAIRFIELD",717691,66032,1106,7055,
"G0900030","1980","Connecticut","09","Hartford","003","HARTFORD",712813,66381,997,4846,
"G0900050","1980","Connecticut","09","Litchfield","005","LITCHFIELD",154812,1037,172,567,
"G0900070","1980","Connecticut","09","Middlesex","007","MIDDLESEX",122543,4916,266,601,
"G0900090","1980","Connecticut","09","New Haven","009","NEW HAVEN",676277,67122,1147,4762,
"G0900110","1980","Connecticut","09","New London","011","NEW LONDON",225048,8756,895,2156,
"G0900130","1980","Connecticut","09","Tolland","013","TOLLAND",111556,1885,113,858,
"G0900150","1980","Connecticut","09","Windham","015","WINDHAM",90352,512,186,271,
"G1000010","1980","Delaware","10","Kent","001","KENT",78513,17852,295,857,
"G1000030","1980","Delaware","10","New Castle","003","NEW CASTLE",330680,60392,447,3320,
"G1000050","1980","Delaware","10","Sussex","005","SUSSEX",78809,17913,649,450,
"G1100010","1980","District Of Columbia","11","District Of Columbia","001","DISTRICT OF COLUMBIA",174705,448370,1014,6883,
"G1200010","1980","Florida","12","Alachua","001","ALACHUA",119348,28880,285,1917,
"G1200030","1980","Florida","12","Baker","003","BAKER",12928,2333,19,9,
"G1200050","1980","Florida","12","Bay","005","BAY",83676,11706,690,1217,
"G1200070","1980","Florida","12","Bradford","007","BRADFORD",15728,4077,54,68,
"G1200090","1980","Florida","12","Brevard","009","BREVARD",245270,23573,850,2212,
"G1200110","1980","Florida","12","Broward","011","BROWARD",894125,113353,1512,4923,
"G1200130","1980","Florida","12","Calhoun","013","CALHOUN",8079,1132,83,0,
"G1200150","1980","Florida","12","Charlotte","015","CHARLOTTE",56820,1091,134,293,
"G1200170","1980","Florida","12","Citrus","017","CITRUS",52524,1775,156,156,
"G1200190","1980","Florida","12","Clay","019","CLAY",62741,3404,158,571,
"G1200210","1980","Florida","12","Collier","021","COLLIER",75531,4433,176,205,
"G1200230","1980","Florida","12","Columbia","023","COLUMBIA",28333,6841,55,131,
"G1200250","1980","Florida","12","Dade","025","DADE",1255073,281351,1888,14069,
"G1200270","1980","Florida","12","De Soto","027","DE SOTO",15057,3557,50,60,
"G1200290","1980","Florida","12","Dixie","029","DIXIE",6830,899,20,2,
"G1200310","1980","Florida","12","Duval","031","DUVAL",420737,140378,2047,6107,
"G1200330","1980","Florida","12","Escambia","033","ESCAMBIA",181204,45853,2549,3347,
"G1200350","1980","Florida","12","Flagler","035","FLAGLER",9566,1290,9,19,
"G1200370","1980","Florida","12","Franklin","037","FRANKLIN",6509,1100,42,2,
"G1200390","1980","Florida","12","Gadsden","039","GADSDEN",16476,24930,0,141,
"G1200410","1980","Florida","12","Gilchrist","041","GILCHRIST",5376,380,0,11,
"G1200430","1980","Florida","12","Glades","043","GLADES",4696,773,331,18,
"G1200450","1980","Florida","12","Gulf","045","GULF",8493,2139,6,20,
"G1200470","1980","Florida","12","Hamilton","047","HAMILTON",5401,3309,43,2,
"G1200490","1980","Florida","12","Hardee","049","HARDEE",16136,1603,44,28,
"G1200510","1980","Florida","12","Hendry","051","HENDRY",13898,3459,73,67,
"G1200530","1980","Florida","12","Hernando","053","HERNANDO",41411,2793,81,108,
